L 64 T 2.260000
spin_corr:
x 0 value 1000.000000
x 1 value 733.437500
x 2 value 636.250000
x 3 value 588.375000
x 4 value 551.750000
x 5 value 528.750000
x 6 value 510.500000
x 7 value 497.375000
x 8 value 487.312500
x 9 value 477.125000
x 10 value 469.437500
x 11 value 464.375000
x 12 value 456.125000
x 13 value 452.000000
x 14 value 448.500000
x 15 value 448.750000
x 16 value 444.000000
x 17 value 443.937500
x 18 value 442.750000
x 19 value 440.437500
x 20 value 440.875000
x 21 value 441.125000
x 22 value 440.187500
x 23 value 439.625000
x 24 value 435.812500
x 25 value 432.187500
x 26 value 428.750000
x 27 value 429.062500
x 28 value 434.125000
x 29 value 434.812500
x 30 value 430.062500
x 31 value 428.250000
x 32 value 430.062500
x 33 value 428.250000
x 34 value 430.062500
x 35 value 434.812500
x 36 value 434.125000
x 37 value 429.062500
x 38 value 428.750000
x 39 value 432.187500
x 40 value 435.812500
x 41 value 439.625000
x 42 value 440.187500
x 43 value 441.125000
x 44 value 440.875000
x 45 value 440.437500
x 46 value 442.750000
x 47 value 443.937500
x 48 value 444.000000
x 49 value 448.750000
x 50 value 448.500000
x 51 value 452.000000
x 52 value 456.125000
x 53 value 464.375000
x 54 value 469.437500
x 55 value 477.125000
x 56 value 487.312500
x 57 value 497.375000
x 58 value 510.500000
x 59 value 528.750000
x 60 value 551.750000
x 61 value 588.375000
x 62 value 636.250000
x 63 value 733.437500
