L 256 T 2.260000
spin_corr:
x 0 value 1000.000000
x 1 value 719.343750
x 2 value 618.687500
x 3 value 565.968750
x 4 value 531.703125
x 5 value 506.625000
x 6 value 495.468750
x 7 value 485.078125
x 8 value 474.437500
x 9 value 469.656250
x 10 value 460.234375
x 11 value 452.375000
x 12 value 448.359375
x 13 value 443.218750
x 14 value 437.609375
x 15 value 434.437500
x 16 value 429.984375
x 17 value 426.625000
x 18 value 422.437500
x 19 value 417.937500
x 20 value 415.468750
x 21 value 412.828125
x 22 value 411.687500
x 23 value 411.562500
x 24 value 408.453125
x 25 value 407.937500
x 26 value 405.953125
x 27 value 405.859375
x 28 value 403.406250
x 29 value 403.171875
x 30 value 401.109375
x 31 value 400.968750
x 32 value 399.265625
x 33 value 401.328125
x 34 value 399.125000
x 35 value 396.765625
x 36 value 395.031250
x 37 value 393.906250
x 38 value 394.046875
x 39 value 396.250000
x 40 value 396.531250
x 41 value 395.390625
x 42 value 394.656250
x 43 value 394.109375
x 44 value 392.484375
x 45 value 392.828125
x 46 value 393.078125
x 47 value 393.359375
x 48 value 390.890625
x 49 value 391.375000
x 50 value 392.468750
x 51 value 393.703125
x 52 value 394.546875
x 53 value 391.062500
x 54 value 390.500000
x 55 value 388.000000
x 56 value 390.281250
x 57 value 389.968750
x 58 value 391.031250
x 59 value 386.609375
x 60 value 383.828125
x 61 value 384.656250
x 62 value 387.468750
x 63 value 386.093750
x 64 value 386.796875
x 65 value 385.828125
x 66 value 385.656250
x 67 value 384.812500
x 68 value 385.921875
x 69 value 383.671875
x 70 value 383.625000
x 71 value 383.093750
x 72 value 386.109375
x 73 value 384.281250
x 74 value 383.453125
x 75 value 386.796875
x 76 value 386.687500
x 77 value 386.828125
x 78 value 384.343750
x 79 value 383.343750
x 80 value 381.390625
x 81 value 381.218750
x 82 value 383.078125
x 83 value 381.796875
x 84 value 384.656250
x 85 value 386.828125
x 86 value 385.312500
x 87 value 382.468750
x 88 value 383.250000
x 89 value 385.390625
x 90 value 386.250000
x 91 value 386.890625
x 92 value 383.625000
x 93 value 383.140625
x 94 value 384.062500
x 95 value 383.171875
x 96 value 381.484375
x 97 value 382.406250
x 98 value 382.437500
x 99 value 381.765625
x 100 value 382.984375
x 101 value 383.859375
x 102 value 381.156250
x 103 value 380.703125
x 104 value 383.265625
x 105 value 381.859375
x 106 value 382.718750
x 107 value 383.218750
x 108 value 382.562500
x 109 value 381.625000
x 110 value 380.296875
x 111 value 381.281250
x 112 value 379.828125
x 113 value 382.046875
x 114 value 380.031250
x 115 value 379.703125
x 116 value 381.265625
x 117 value 379.468750
x 118 value 378.421875
