L 24 T 3.638000
spin_corr:
x 0 value 1000.000000
x 1 value 677.666667
x 2 value 580.500000
x 3 value 540.500000
x 4 value 515.500000
x 5 value 508.833333
x 6 value 492.166667
x 7 value 475.833333
x 8 value 471.166667
x 9 value 470.000000
x 10 value 466.666667
x 11 value 460.333333
x 12 value 454.666667
x 13 value 460.333333
x 14 value 466.666667
x 15 value 470.000000
x 16 value 471.166667
x 17 value 475.833333
x 18 value 492.166667
x 19 value 508.833333
x 20 value 515.500000
x 21 value 540.500000
x 22 value 580.500000
x 23 value 677.666667
