L 24 T 3.640000
spin_corr:
x 0 value 1000.000000
x 1 value 691.500000
x 2 value 599.000000
x 3 value 565.333333
x 4 value 545.500000
x 5 value 536.000000
x 6 value 518.833333
x 7 value 509.500000
x 8 value 504.166667
x 9 value 512.333333
x 10 value 507.000000
x 11 value 507.500000
x 12 value 513.500000
x 13 value 507.500000
x 14 value 507.000000
x 15 value 512.333333
x 16 value 504.166667
x 17 value 509.500000
x 18 value 518.833333
x 19 value 536.000000
x 20 value 545.500000
x 21 value 565.333333
x 22 value 599.000000
x 23 value 691.500000
