L 128 T 3.637000
spin_corr:
x 0 value 1000.000000
x 1 value 675.562500
x 2 value 584.593750
x 3 value 532.750000
x 4 value 500.281250
x 5 value 482.468750
x 6 value 460.812500
x 7 value 451.062500
x 8 value 441.406250
x 9 value 430.500000
x 10 value 424.781250
x 11 value 417.187500
x 12 value 416.343750
x 13 value 407.375000
x 14 value 402.406250
x 15 value 393.031250
x 16 value 389.187500
x 17 value 392.593750
x 18 value 388.968750
x 19 value 385.062500
x 20 value 378.687500
x 21 value 379.968750
x 22 value 382.687500
x 23 value 375.906250
x 24 value 372.000000
x 25 value 369.218750
x 26 value 367.531250
x 27 value 365.531250
x 28 value 364.875000
x 29 value 364.593750
x 30 value 363.687500
x 31 value 363.593750
x 32 value 359.875000
x 33 value 360.593750
x 34 value 357.312500
x 35 value 352.843750
x 36 value 352.593750
x 37 value 351.968750
x 38 value 353.656250
x 39 value 353.937500
x 40 value 351.531250
x 41 value 350.187500
x 42 value 349.625000
x 43 value 346.187500
x 44 value 347.593750
x 45 value 345.437500
x 46 value 343.375000
x 47 value 341.968750
x 48 value 344.656250
x 49 value 339.000000
x 50 value 339.968750
x 51 value 340.125000
x 52 value 336.000000
x 53 value 335.062500
x 54 value 339.093750
x 55 value 341.156250
x 56 value 341.375000
x 57 value 342.625000
x 58 value 346.875000
x 59 value 344.812500
x 60 value 345.250000
x 61 value 341.468750
x 62 value 340.875000
x 63 value 343.125000
x 64 value 340.375000
x 65 value 343.125000
x 66 value 340.875000
x 67 value 341.468750
x 68 value 345.250000
x 69 value 344.812500
x 70 value 346.875000
x 71 value 342.625000
x 72 value 341.375000
x 73 value 341.156250
x 74 value 339.093750
x 75 value 335.062500
x 76 value 336.000000
x 77 value 340.125000
x 78 value 339.968750
x 79 value 339.000000
x 80 value 344.656250
x 81 value 341.968750
x 82 value 343.375000
x 83 value 345.437500
x 84 value 347.593750
x 85 value 346.187500
x 86 value 349.625000
x 87 value 350.187500
x 88 value 351.531250
x 89 value 353.937500
x 90 value 353.656250
x 91 value 351.968750
x 92 value 352.593750
x 93 value 352.843750
x 94 value 357.312500
x 95 value 360.593750
x 96 value 359.875000
x 97 value 363.593750
x 98 value 363.687500
x 99 value 364.593750
x 100 value 364.875000
x 101 value 365.531250
x 102 value 367.531250
x 103 value 369.218750
x 104 value 372.000000
x 105 value 375.906250
x 106 value 382.687500
x 107 value 379.968750
x 108 value 378.687500
x 109 value 385.062500
x 110 value 388.968750
x 111 value 392.593750
x 112 value 389.187500
x 113 value 393.031250
x 114 value 402.406250
x 115 value 407.375000
x 116 value 416.343750
x 117 value 417.187500
x 118 value 424.781250
x 119 value 430.500000
x 120 value 441.406250
x 121 value 451.062500
x 122 value 460.812500
x 123 value 482.468750
x 124 value 500.281250
x 125 value 532.750000
x 126 value 584.593750
x 127 value 675.562500
