L 32 T 2.245000
spin_corr:
x 0 value 1000.000000
x 1 value 731.000000
x 2 value 635.375000
x 3 value 596.375000
x 4 value 568.250000
x 5 value 557.500000
x 6 value 544.875000
x 7 value 531.125000
x 8 value 526.125000
x 9 value 522.375000
x 10 value 511.375000
x 11 value 506.125000
x 12 value 505.500000
x 13 value 509.125000
x 14 value 508.500000
x 15 value 510.875000
x 16 value 507.250000
x 17 value 510.875000
x 18 value 508.500000
x 19 value 509.125000
x 20 value 505.500000
x 21 value 506.125000
x 22 value 511.375000
x 23 value 522.375000
x 24 value 526.125000
x 25 value 531.125000
x 26 value 544.875000
x 27 value 557.500000
x 28 value 568.250000
x 29 value 596.375000
x 30 value 635.375000
x 31 value 731.000000
