L 32 T 3.650000
spin_corr:
x 0 value 1000.000000
x 1 value 678.625000
x 2 value 582.500000
x 3 value 534.875000
x 4 value 496.000000
x 5 value 470.625000
x 6 value 456.625000
x 7 value 448.625000
x 8 value 437.000000
x 9 value 431.000000
x 10 value 421.375000
x 11 value 415.000000
x 12 value 407.000000
x 13 value 416.625000
x 14 value 415.500000
x 15 value 415.875000
x 16 value 417.625000
x 17 value 415.875000
x 18 value 415.500000
x 19 value 416.625000
x 20 value 407.000000
x 21 value 415.000000
x 22 value 421.375000
x 23 value 431.000000
x 24 value 437.000000
x 25 value 448.625000
x 26 value 456.625000
x 27 value 470.625000
x 28 value 496.000000
x 29 value 534.875000
x 30 value 582.500000
x 31 value 678.625000
