L 64 T 2.280000
spin_corr:
x 0 value 1000.000000
x 1 value 701.125000
x 2 value 578.812500
x 3 value 518.875000
x 4 value 481.500000
x 5 value 452.000000
x 6 value 426.625000
x 7 value 410.500000
x 8 value 391.562500
x 9 value 380.312500
x 10 value 370.687500
x 11 value 360.375000
x 12 value 348.562500
x 13 value 343.625000
x 14 value 335.750000
x 15 value 332.750000
x 16 value 336.125000
x 17 value 326.500000
x 18 value 324.875000
x 19 value 322.812500
x 20 value 324.187500
x 21 value 327.250000
x 22 value 315.750000
x 23 value 312.500000
x 24 value 313.687500
x 25 value 320.437500
x 26 value 319.687500
x 27 value 310.750000
x 28 value 305.937500
x 29 value 301.500000
x 30 value 302.875000
x 31 value 300.500000
x 32 value 307.000000
x 33 value 300.500000
x 34 value 302.875000
x 35 value 301.500000
x 36 value 305.937500
x 37 value 310.750000
x 38 value 319.687500
x 39 value 320.437500
x 40 value 313.687500
x 41 value 312.500000
x 42 value 315.750000
x 43 value 327.250000
x 44 value 324.187500
x 45 value 322.812500
x 46 value 324.875000
x 47 value 326.500000
x 48 value 336.125000
x 49 value 332.750000
x 50 value 335.750000
x 51 value 343.625000
x 52 value 348.562500
x 53 value 360.375000
x 54 value 370.687500
x 55 value 380.312500
x 56 value 391.562500
x 57 value 410.500000
x 58 value 426.625000
x 59 value 452.000000
x 60 value 481.500000
x 61 value 518.875000
x 62 value 578.812500
x 63 value 701.125000
