L 256 T 2.268000
spin_corr:
x 0 value 1000.000000
x 1 value 717.656250
x 2 value 608.375000
x 3 value 550.500000
x 4 value 513.359375
x 5 value 491.031250
x 6 value 474.875000
x 7 value 457.484375
x 8 value 441.015625
x 9 value 431.046875
x 10 value 421.218750
x 11 value 412.078125
x 12 value 407.859375
x 13 value 401.937500
x 14 value 398.531250
x 15 value 392.531250
x 16 value 387.984375
x 17 value 387.234375
x 18 value 383.078125
x 19 value 377.734375
x 20 value 374.453125
x 21 value 371.984375
x 22 value 370.109375
x 23 value 368.484375
x 24 value 366.187500
x 25 value 363.203125
x 26 value 361.593750
x 27 value 358.890625
x 28 value 357.390625
x 29 value 358.156250
x 30 value 357.281250
x 31 value 354.859375
x 32 value 351.125000
x 33 value 351.109375
x 34 value 351.265625
x 35 value 351.203125
x 36 value 350.187500
x 37 value 347.484375
x 38 value 345.937500
x 39 value 345.843750
x 40 value 344.453125
x 41 value 341.937500
x 42 value 341.015625
x 43 value 340.156250
x 44 value 339.187500
x 45 value 338.890625
x 46 value 336.906250
x 47 value 338.171875
x 48 value 337.437500
x 49 value 334.343750
x 50 value 334.500000
x 51 value 335.609375
x 52 value 333.296875
x 53 value 335.140625
x 54 value 332.843750
x 55 value 333.437500
x 56 value 333.531250
x 57 value 334.140625
x 58 value 334.343750
x 59 value 331.015625
x 60 value 329.046875
x 61 value 330.875000
x 62 value 329.031250
x 63 value 327.609375
x 64 value 323.796875
x 65 value 323.171875
x 66 value 324.593750
x 67 value 322.859375
x 68 value 325.046875
x 69 value 327.437500
x 70 value 327.515625
x 71 value 325.609375
x 72 value 323.531250
x 73 value 322.546875
x 74 value 319.640625
x 75 value 321.078125
x 76 value 323.718750
x 77 value 324.265625
x 78 value 322.281250
x 79 value 321.531250
x 80 value 320.546875
x 81 value 321.859375
x 82 value 322.187500
x 83 value 322.031250
x 84 value 322.640625
x 85 value 323.781250
x 86 value 323.421875
x 87 value 324.468750
x 88 value 322.625000
x 89 value 323.250000
x 90 value 319.625000
x 91 value 321.000000
x 92 value 321.390625
x 93 value 317.859375
x 94 value 318.796875
x 95 value 318.484375
x 96 value 316.546875
x 97 value 317.328125
x 98 value 316.375000
x 99 value 315.796875
x 100 value 316.046875
x 101 value 317.781250
x 102 value 316.093750
x 103 value 317.734375
x 104 value 318.937500
x 105 value 319.062500
x 106 value 318.859375
x 107 value 319.406250
x 108 value 318.078125
x 109 value 318.531250
x 110 value 317.281250
x 111 value 316.218750
x 112 value 316.328125
x 113 value 317.531250
x 114 value 319.312500
x 115 value 319.625000
x 116 value 320.859375
x 117 value 320.218750
x 118 value 324.171875
