L 256 T 2.273000
spin_corr:
x 0 value 1000.000000
x 1 value 703.046875
x 2 value 591.296875
x 3 value 528.437500
x 4 value 489.031250
x 5 value 465.328125
x 6 value 442.687500
x 7 value 422.046875
x 8 value 408.937500
x 9 value 396.984375
x 10 value 385.578125
x 11 value 376.593750
x 12 value 365.750000
x 13 value 357.640625
x 14 value 350.125000
x 15 value 341.031250
x 16 value 334.984375
x 17 value 333.109375
x 18 value 328.703125
x 19 value 324.203125
x 20 value 321.828125
x 21 value 320.546875
x 22 value 320.593750
x 23 value 318.203125
x 24 value 310.921875
x 25 value 311.640625
x 26 value 307.125000
x 27 value 304.453125
x 28 value 303.312500
x 29 value 300.593750
x 30 value 296.890625
x 31 value 294.234375
x 32 value 289.578125
x 33 value 284.109375
x 34 value 284.359375
x 35 value 283.531250
x 36 value 282.171875
x 37 value 280.171875
x 38 value 280.015625
x 39 value 279.265625
x 40 value 282.921875
x 41 value 279.937500
x 42 value 276.687500
x 43 value 276.328125
x 44 value 273.156250
x 45 value 269.078125
x 46 value 267.390625
x 47 value 266.140625
x 48 value 266.125000
x 49 value 264.968750
x 50 value 263.718750
x 51 value 262.750000
x 52 value 258.281250
x 53 value 259.093750
x 54 value 256.093750
x 55 value 256.375000
x 56 value 258.437500
x 57 value 259.218750
x 58 value 255.984375
x 59 value 254.171875
x 60 value 253.765625
x 61 value 252.109375
x 62 value 250.281250
x 63 value 249.234375
x 64 value 249.734375
x 65 value 245.984375
x 66 value 245.171875
x 67 value 243.109375
x 68 value 242.562500
x 69 value 243.265625
x 70 value 241.062500
x 71 value 240.015625
x 72 value 239.921875
x 73 value 241.875000
x 74 value 243.343750
x 75 value 243.718750
x 76 value 241.687500
x 77 value 238.078125
x 78 value 238.687500
x 79 value 238.703125
x 80 value 240.921875
x 81 value 238.406250
x 82 value 236.500000
x 83 value 233.921875
x 84 value 232.796875
x 85 value 230.937500
x 86 value 232.750000
x 87 value 227.750000
x 88 value 228.984375
x 89 value 228.250000
x 90 value 229.453125
x 91 value 233.156250
x 92 value 232.187500
x 93 value 227.765625
x 94 value 228.031250
x 95 value 228.734375
x 96 value 224.671875
x 97 value 227.109375
x 98 value 227.953125
x 99 value 227.109375
x 100 value 226.718750
x 101 value 227.531250
x 102 value 228.703125
x 103 value 227.671875
x 104 value 228.625000
x 105 value 225.625000
x 106 value 222.515625
x 107 value 224.359375
x 108 value 219.593750
x 109 value 219.328125
x 110 value 223.390625
x 111 value 222.562500
x 112 value 225.531250
x 113 value 229.812500
x 114 value 226.250000
x 115 value 224.890625
x 116 value 222.187500
x 117 value 223.343750
x 118 value 224.812500
