L 64 T 2.285000
spin_corr:
x 0 value 1000.000000
x 1 value 693.562500
x 2 value 578.000000
x 3 value 524.437500
x 4 value 492.500000
x 5 value 458.062500
x 6 value 426.500000
x 7 value 408.375000
x 8 value 389.125000
x 9 value 375.187500
x 10 value 361.812500
x 11 value 352.562500
x 12 value 337.562500
x 13 value 333.500000
x 14 value 326.875000
x 15 value 317.500000
x 16 value 309.937500
x 17 value 308.062500
x 18 value 300.312500
x 19 value 292.937500
x 20 value 294.562500
x 21 value 291.125000
x 22 value 280.750000
x 23 value 272.000000
x 24 value 271.000000
x 25 value 274.812500
x 26 value 268.062500
x 27 value 268.875000
x 28 value 259.000000
x 29 value 265.875000
x 30 value 263.187500
x 31 value 259.500000
x 32 value 255.687500
x 33 value 259.500000
x 34 value 263.187500
x 35 value 265.875000
x 36 value 259.000000
x 37 value 268.875000
x 38 value 268.062500
x 39 value 274.812500
x 40 value 271.000000
x 41 value 272.000000
x 42 value 280.750000
x 43 value 291.125000
x 44 value 294.562500
x 45 value 292.937500
x 46 value 300.312500
x 47 value 308.062500
x 48 value 309.937500
x 49 value 317.500000
x 50 value 326.875000
x 51 value 333.500000
x 52 value 337.562500
x 53 value 352.562500
x 54 value 361.812500
x 55 value 375.187500
x 56 value 389.125000
x 57 value 408.375000
x 58 value 426.500000
x 59 value 458.062500
x 60 value 492.500000
x 61 value 524.437500
x 62 value 578.000000
x 63 value 693.562500
