L 128 T 3.635000
spin_corr:
x 0 value 1000.000000
x 1 value 666.156250
x 2 value 565.281250
x 3 value 508.218750
x 4 value 478.562500
x 5 value 460.468750
x 6 value 446.406250
x 7 value 429.750000
x 8 value 422.593750
x 9 value 411.687500
x 10 value 403.125000
x 11 value 400.062500
x 12 value 397.500000
x 13 value 388.343750
x 14 value 384.687500
x 15 value 383.031250
x 16 value 378.718750
x 17 value 377.656250
x 18 value 370.406250
x 19 value 370.093750
x 20 value 368.781250
x 21 value 363.375000
x 22 value 363.375000
x 23 value 359.968750
x 24 value 357.531250
x 25 value 357.843750
x 26 value 358.906250
x 27 value 352.468750
x 28 value 352.812500
x 29 value 351.406250
x 30 value 353.437500
x 31 value 352.187500
x 32 value 351.031250
x 33 value 350.937500
x 34 value 347.156250
x 35 value 345.343750
x 36 value 349.125000
x 37 value 346.781250
x 38 value 348.000000
x 39 value 345.437500
x 40 value 342.343750
x 41 value 344.187500
x 42 value 341.093750
x 43 value 341.937500
x 44 value 337.000000
x 45 value 339.187500
x 46 value 340.343750
x 47 value 340.125000
x 48 value 340.875000
x 49 value 341.187500
x 50 value 339.250000
x 51 value 338.281250
x 52 value 336.812500
x 53 value 334.093750
x 54 value 338.312500
x 55 value 339.000000
x 56 value 338.406250
x 57 value 341.750000
x 58 value 336.406250
x 59 value 334.250000
x 60 value 334.343750
x 61 value 334.718750
x 62 value 335.593750
x 63 value 335.781250
x 64 value 334.125000
x 65 value 335.781250
x 66 value 335.593750
x 67 value 334.718750
x 68 value 334.343750
x 69 value 334.250000
x 70 value 336.406250
x 71 value 341.750000
x 72 value 338.406250
x 73 value 339.000000
x 74 value 338.312500
x 75 value 334.093750
x 76 value 336.812500
x 77 value 338.281250
x 78 value 339.250000
x 79 value 341.187500
x 80 value 340.875000
x 81 value 340.125000
x 82 value 340.343750
x 83 value 339.187500
x 84 value 337.000000
x 85 value 341.937500
x 86 value 341.093750
x 87 value 344.187500
x 88 value 342.343750
x 89 value 345.437500
x 90 value 348.000000
x 91 value 346.781250
x 92 value 349.125000
x 93 value 345.343750
x 94 value 347.156250
x 95 value 350.937500
x 96 value 351.031250
x 97 value 352.187500
x 98 value 353.437500
x 99 value 351.406250
x 100 value 352.812500
x 101 value 352.468750
x 102 value 358.906250
x 103 value 357.843750
x 104 value 357.531250
x 105 value 359.968750
x 106 value 363.375000
x 107 value 363.375000
x 108 value 368.781250
x 109 value 370.093750
x 110 value 370.406250
x 111 value 377.656250
x 112 value 378.718750
x 113 value 383.031250
x 114 value 384.687500
x 115 value 388.343750
x 116 value 397.500000
x 117 value 400.062500
x 118 value 403.125000
x 119 value 411.687500
x 120 value 422.593750
x 121 value 429.750000
x 122 value 446.406250
x 123 value 460.468750
x 124 value 478.562500
x 125 value 508.218750
x 126 value 565.281250
x 127 value 666.156250
