L 64 T 3.400000
spin_corr:
x 0 value 1000.000000
x 1 value 793.125000
x 2 value 752.437500
x 3 value 737.687500
x 4 value 731.437500
x 5 value 727.125000
x 6 value 726.250000
x 7 value 724.187500
x 8 value 722.812500
x 9 value 722.187500
x 10 value 723.312500
x 11 value 720.375000
x 12 value 721.250000
x 13 value 723.437500
x 14 value 723.937500
x 15 value 723.687500
x 16 value 721.875000
x 17 value 721.937500
x 18 value 723.437500
x 19 value 723.750000
x 20 value 724.750000
x 21 value 723.437500
x 22 value 723.625000
x 23 value 725.437500
x 24 value 723.875000
x 25 value 722.562500
x 26 value 725.375000
x 27 value 723.375000
x 28 value 723.937500
x 29 value 721.000000
x 30 value 723.312500
x 31 value 721.937500
x 32 value 726.312500
x 33 value 721.937500
x 34 value 723.312500
x 35 value 721.000000
x 36 value 723.937500
x 37 value 723.375000
x 38 value 725.375000
x 39 value 722.562500
x 40 value 723.875000
x 41 value 725.437500
x 42 value 723.625000
x 43 value 723.437500
x 44 value 724.750000
x 45 value 723.750000
x 46 value 723.437500
x 47 value 721.937500
x 48 value 721.875000
x 49 value 723.687500
x 50 value 723.937500
x 51 value 723.437500
x 52 value 721.250000
x 53 value 720.375000
x 54 value 723.312500
x 55 value 722.187500
x 56 value 722.812500
x 57 value 724.187500
x 58 value 726.250000
x 59 value 727.125000
x 60 value 731.437500
x 61 value 737.687500
x 62 value 752.437500
x 63 value 793.125000
