L 256 T 2.270000
spin_corr:
x 0 value 1000.000000
x 1 value 710.703125
x 2 value 595.390625
x 3 value 541.171875
x 4 value 498.640625
x 5 value 469.390625
x 6 value 451.843750
x 7 value 438.562500
x 8 value 421.000000
x 9 value 405.250000
x 10 value 395.750000
x 11 value 387.484375
x 12 value 374.531250
x 13 value 369.875000
x 14 value 363.062500
x 15 value 353.859375
x 16 value 347.578125
x 17 value 342.953125
x 18 value 343.046875
x 19 value 337.484375
x 20 value 333.890625
x 21 value 326.843750
x 22 value 318.859375
x 23 value 314.421875
x 24 value 311.937500
x 25 value 310.109375
x 26 value 304.609375
x 27 value 301.062500
x 28 value 301.843750
x 29 value 300.937500
x 30 value 296.187500
x 31 value 292.375000
x 32 value 292.234375
x 33 value 290.921875
x 34 value 286.187500
x 35 value 288.875000
x 36 value 290.718750
x 37 value 288.140625
x 38 value 289.250000
x 39 value 289.515625
x 40 value 285.984375
x 41 value 283.562500
x 42 value 280.921875
x 43 value 282.500000
x 44 value 282.796875
x 45 value 282.093750
x 46 value 282.250000
x 47 value 279.312500
x 48 value 277.265625
x 49 value 273.328125
x 50 value 271.859375
x 51 value 269.968750
x 52 value 268.515625
x 53 value 269.078125
x 54 value 264.328125
x 55 value 262.859375
x 56 value 258.609375
x 57 value 257.671875
x 58 value 253.593750
x 59 value 252.187500
x 60 value 253.281250
x 61 value 251.937500
x 62 value 251.718750
x 63 value 251.390625
x 64 value 249.484375
x 65 value 245.359375
x 66 value 245.000000
x 67 value 245.109375
x 68 value 246.218750
x 69 value 248.437500
x 70 value 250.812500
x 71 value 251.031250
x 72 value 251.734375
x 73 value 252.671875
x 74 value 252.687500
x 75 value 250.609375
x 76 value 249.515625
x 77 value 246.937500
x 78 value 243.031250
x 79 value 244.625000
x 80 value 241.234375
x 81 value 237.859375
x 82 value 238.234375
x 83 value 239.656250
x 84 value 239.187500
x 85 value 240.078125
x 86 value 234.156250
x 87 value 233.593750
x 88 value 236.703125
x 89 value 234.875000
x 90 value 234.125000
x 91 value 233.375000
x 92 value 235.937500
x 93 value 237.265625
x 94 value 236.218750
x 95 value 236.328125
x 96 value 233.703125
x 97 value 233.734375
x 98 value 232.843750
x 99 value 231.125000
x 100 value 232.031250
x 101 value 232.671875
x 102 value 231.843750
x 103 value 234.437500
x 104 value 235.421875
x 105 value 238.578125
x 106 value 238.453125
x 107 value 238.593750
x 108 value 240.156250
x 109 value 235.953125
x 110 value 236.390625
x 111 value 234.156250
x 112 value 235.937500
x 113 value 237.000000
x 114 value 234.750000
x 115 value 232.156250
x 116 value 234.796875
x 117 value 231.390625
x 118 value 230.609375
