L 48 T 3.600000
spin_corr:
x 0 value 1000.000000
x 1 value 691.333333
x 2 value 598.833333
x 3 value 561.083333
x 4 value 539.583333
x 5 value 523.166667
x 6 value 513.166667
x 7 value 504.166667
x 8 value 495.416667
x 9 value 491.166667
x 10 value 488.500000
x 11 value 488.166667
x 12 value 484.583333
x 13 value 487.416667
x 14 value 486.583333
x 15 value 484.000000
x 16 value 480.666667
x 17 value 478.916667
x 18 value 469.750000
x 19 value 471.250000
x 20 value 471.916667
x 21 value 471.250000
x 22 value 468.666667
x 23 value 466.250000
x 24 value 469.250000
x 25 value 466.250000
x 26 value 468.666667
x 27 value 471.250000
x 28 value 471.916667
x 29 value 471.250000
x 30 value 469.750000
x 31 value 478.916667
x 32 value 480.666667
x 33 value 484.000000
x 34 value 486.583333
x 35 value 487.416667
x 36 value 484.583333
x 37 value 488.166667
x 38 value 488.500000
x 39 value 491.166667
x 40 value 495.416667
x 41 value 504.166667
x 42 value 513.166667
x 43 value 523.166667
x 44 value 539.583333
x 45 value 561.083333
x 46 value 598.833333
x 47 value 691.333333
