L 64 T 3.645000
spin_corr:
x 0 value 1000.000000
x 1 value 652.187500
x 2 value 548.937500
x 3 value 498.062500
x 4 value 468.062500
x 5 value 444.375000
x 6 value 424.937500
x 7 value 407.187500
x 8 value 394.250000
x 9 value 393.500000
x 10 value 384.062500
x 11 value 377.937500
x 12 value 361.562500
x 13 value 349.125000
x 14 value 341.687500
x 15 value 335.187500
x 16 value 338.687500
x 17 value 326.562500
x 18 value 324.812500
x 19 value 325.062500
x 20 value 315.625000
x 21 value 311.250000
x 22 value 311.937500
x 23 value 309.625000
x 24 value 303.437500
x 25 value 308.250000
x 26 value 300.375000
x 27 value 301.437500
x 28 value 300.875000
x 29 value 300.625000
x 30 value 302.187500
x 31 value 299.312500
x 32 value 294.375000
x 33 value 299.312500
x 34 value 302.187500
x 35 value 300.625000
x 36 value 300.875000
x 37 value 301.437500
x 38 value 300.375000
x 39 value 308.250000
x 40 value 303.437500
x 41 value 309.625000
x 42 value 311.937500
x 43 value 311.250000
x 44 value 315.625000
x 45 value 325.062500
x 46 value 324.812500
x 47 value 326.562500
x 48 value 338.687500
x 49 value 335.187500
x 50 value 341.687500
x 51 value 349.125000
x 52 value 361.562500
x 53 value 377.937500
x 54 value 384.062500
x 55 value 393.500000
x 56 value 394.250000
x 57 value 407.187500
x 58 value 424.937500
x 59 value 444.375000
x 60 value 468.062500
x 61 value 498.062500
x 62 value 548.937500
x 63 value 652.187500
