L 24 T 3.740000
spin_corr:
x 0 value 1000.000000
x 1 value 639.500000
x 2 value 522.000000
x 3 value 467.333333
x 4 value 432.500000
x 5 value 410.333333
x 6 value 378.166667
x 7 value 366.666667
x 8 value 345.333333
x 9 value 338.166667
x 10 value 337.333333
x 11 value 328.833333
x 12 value 335.166667
x 13 value 328.833333
x 14 value 337.333333
x 15 value 338.166667
x 16 value 345.333333
x 17 value 366.666667
x 18 value 378.166667
x 19 value 410.333333
x 20 value 432.500000
x 21 value 467.333333
x 22 value 522.000000
x 23 value 639.500000
