L 96 T 3.740000
spin_corr:
x 0 value 1000.000000
x 1 value 583.583333
x 2 value 445.375000
x 3 value 368.875000
x 4 value 308.916667
x 5 value 260.166667
x 6 value 249.208333
x 7 value 235.208333
x 8 value 228.375000
x 9 value 205.583333
x 10 value 201.541667
x 11 value 170.583333
x 12 value 150.333333
x 13 value 139.875000
x 14 value 130.375000
x 15 value 120.750000
x 16 value 135.291667
x 17 value 122.000000
x 18 value 100.541667
x 19 value 93.458333
x 20 value 86.250000
x 21 value 71.708333
x 22 value 68.041667
x 23 value 56.166667
x 24 value 55.041667
x 25 value 65.041667
x 26 value 29.708333
x 27 value 30.375000
x 28 value 35.291667
x 29 value 25.625000
x 30 value 19.583333
x 31 value 32.750000
x 32 value 39.916667
x 33 value 27.250000
x 34 value 39.583333
x 35 value 40.666667
x 36 value 64.333333
x 37 value 64.375000
x 38 value 51.833333
x 39 value 64.583333
x 40 value 48.375000
x 41 value 34.291667
x 42 value 41.166667
x 43 value 49.166667
x 44 value 51.458333
x 45 value 36.041667
x 46 value 31.166667
x 47 value 19.750000
x 48 value 11.250000
x 49 value 19.750000
x 50 value 31.166667
x 51 value 36.041667
x 52 value 51.458333
x 53 value 49.166667
x 54 value 41.166667
x 55 value 34.291667
x 56 value 48.375000
x 57 value 64.583333
x 58 value 51.833333
x 59 value 64.375000
x 60 value 64.333333
x 61 value 40.666667
x 62 value 39.583333
x 63 value 27.250000
x 64 value 39.916667
x 65 value 32.750000
x 66 value 19.583333
x 67 value 25.625000
x 68 value 35.291667
x 69 value 30.375000
x 70 value 29.708333
x 71 value 65.041667
x 72 value 55.041667
x 73 value 56.166667
x 74 value 68.041667
x 75 value 71.708333
x 76 value 86.250000
x 77 value 93.458333
x 78 value 100.541667
x 79 value 122.000000
x 80 value 135.291667
x 81 value 120.750000
x 82 value 130.375000
x 83 value 139.875000
x 84 value 150.333333
x 85 value 170.583333
x 86 value 201.541667
x 87 value 205.583333
x 88 value 228.375000
x 89 value 235.208333
x 90 value 249.208333
x 91 value 260.166667
x 92 value 308.916667
x 93 value 368.875000
x 94 value 445.375000
x 95 value 583.583333
