L 32 T 3.780000
spin_corr:
x 0 value 1000.000000
x 1 value 591.250000
x 2 value 461.250000
x 3 value 377.375000
x 4 value 332.750000
x 5 value 283.625000
x 6 value 252.750000
x 7 value 223.375000
x 8 value 202.375000
x 9 value 195.125000
x 10 value 173.750000
x 11 value 168.875000
x 12 value 168.875000
x 13 value 160.750000
x 14 value 165.250000
x 15 value 177.875000
x 16 value 187.375000
x 17 value 177.875000
x 18 value 165.250000
x 19 value 160.750000
x 20 value 168.875000
x 21 value 168.875000
x 22 value 173.750000
x 23 value 195.125000
x 24 value 202.375000
x 25 value 223.375000
x 26 value 252.750000
x 27 value 283.625000
x 28 value 332.750000
x 29 value 377.375000
x 30 value 461.250000
x 31 value 591.250000
