L 96 T 3.540000
spin_corr:
x 0 value 1000.000000
x 1 value 734.125000
x 2 value 665.916667
x 3 value 637.125000
x 4 value 619.958333
x 5 value 610.875000
x 6 value 602.083333
x 7 value 597.083333
x 8 value 595.000000
x 9 value 591.958333
x 10 value 590.791667
x 11 value 589.666667
x 12 value 587.791667
x 13 value 588.041667
x 14 value 588.375000
x 15 value 589.625000
x 16 value 587.458333
x 17 value 590.750000
x 18 value 588.000000
x 19 value 588.750000
x 20 value 590.416667
x 21 value 588.166667
x 22 value 588.791667
x 23 value 588.666667
x 24 value 588.666667
x 25 value 586.583333
x 26 value 585.583333
x 27 value 589.375000
x 28 value 586.625000
x 29 value 588.958333
x 30 value 586.916667
x 31 value 587.416667
x 32 value 586.416667
x 33 value 583.041667
x 34 value 584.208333
x 35 value 582.791667
x 36 value 586.541667
x 37 value 584.958333
x 38 value 584.583333
x 39 value 584.583333
x 40 value 587.625000
x 41 value 589.708333
x 42 value 587.625000
x 43 value 588.958333
x 44 value 583.875000
x 45 value 583.250000
x 46 value 586.000000
x 47 value 585.541667
x 48 value 584.583333
x 49 value 585.541667
x 50 value 586.000000
x 51 value 583.250000
x 52 value 583.875000
x 53 value 588.958333
x 54 value 587.625000
x 55 value 589.708333
x 56 value 587.625000
x 57 value 584.583333
x 58 value 584.583333
x 59 value 584.958333
x 60 value 586.541667
x 61 value 582.791667
x 62 value 584.208333
x 63 value 583.041667
x 64 value 586.416667
x 65 value 587.416667
x 66 value 586.916667
x 67 value 588.958333
x 68 value 586.625000
x 69 value 589.375000
x 70 value 585.583333
x 71 value 586.583333
x 72 value 588.666667
x 73 value 588.666667
x 74 value 588.791667
x 75 value 588.166667
x 76 value 590.416667
x 77 value 588.750000
x 78 value 588.000000
x 79 value 590.750000
x 80 value 587.458333
x 81 value 589.625000
x 82 value 588.375000
x 83 value 588.041667
x 84 value 587.791667
x 85 value 589.666667
x 86 value 590.791667
x 87 value 591.958333
x 88 value 595.000000
x 89 value 597.083333
x 90 value 602.083333
x 91 value 610.875000
x 92 value 619.958333
x 93 value 637.125000
x 94 value 665.916667
x 95 value 734.125000
