L 96 T 3.645000
spin_corr:
x 0 value 1000.000000
x 1 value 666.541667
x 2 value 564.750000
x 3 value 511.250000
x 4 value 480.791667
x 5 value 457.041667
x 6 value 435.083333
x 7 value 423.416667
x 8 value 404.250000
x 9 value 391.625000
x 10 value 388.875000
x 11 value 382.958333
x 12 value 379.083333
x 13 value 372.250000
x 14 value 361.875000
x 15 value 354.875000
x 16 value 345.166667
x 17 value 339.166667
x 18 value 338.166667
x 19 value 342.291667
x 20 value 337.083333
x 21 value 335.250000
x 22 value 336.625000
x 23 value 335.875000
x 24 value 334.375000
x 25 value 329.750000
x 26 value 328.791667
x 27 value 325.500000
x 28 value 320.875000
x 29 value 322.416667
x 30 value 324.875000
x 31 value 318.125000
x 32 value 321.125000
x 33 value 320.458333
x 34 value 317.583333
x 35 value 315.041667
x 36 value 316.458333
x 37 value 314.125000
x 38 value 314.458333
x 39 value 312.833333
x 40 value 309.708333
x 41 value 310.500000
x 42 value 316.208333
x 43 value 312.583333
x 44 value 310.250000
x 45 value 310.208333
x 46 value 313.750000
x 47 value 320.041667
x 48 value 319.708333
x 49 value 320.041667
x 50 value 313.750000
x 51 value 310.208333
x 52 value 310.250000
x 53 value 312.583333
x 54 value 316.208333
x 55 value 310.500000
x 56 value 309.708333
x 57 value 312.833333
x 58 value 314.458333
x 59 value 314.125000
x 60 value 316.458333
x 61 value 315.041667
x 62 value 317.583333
x 63 value 320.458333
x 64 value 321.125000
x 65 value 318.125000
x 66 value 324.875000
x 67 value 322.416667
x 68 value 320.875000
x 69 value 325.500000
x 70 value 328.791667
x 71 value 329.750000
x 72 value 334.375000
x 73 value 335.875000
x 74 value 336.625000
x 75 value 335.250000
x 76 value 337.083333
x 77 value 342.291667
x 78 value 338.166667
x 79 value 339.166667
x 80 value 345.166667
x 81 value 354.875000
x 82 value 361.875000
x 83 value 372.250000
x 84 value 379.083333
x 85 value 382.958333
x 86 value 388.875000
x 87 value 391.625000
x 88 value 404.250000
x 89 value 423.416667
x 90 value 435.083333
x 91 value 457.041667
x 92 value 480.791667
x 93 value 511.250000
x 94 value 564.750000
x 95 value 666.541667
