L 96 T 3.652000
spin_corr:
x 0 value 1000.000000
x 1 value 666.333333
x 2 value 550.833333
x 3 value 490.291667
x 4 value 453.625000
x 5 value 434.416667
x 6 value 416.833333
x 7 value 405.375000
x 8 value 391.875000
x 9 value 376.833333
x 10 value 361.666667
x 11 value 354.416667
x 12 value 343.958333
x 13 value 332.333333
x 14 value 329.583333
x 15 value 318.333333
x 16 value 315.958333
x 17 value 315.500000
x 18 value 315.541667
x 19 value 311.916667
x 20 value 304.541667
x 21 value 298.750000
x 22 value 298.000000
x 23 value 298.750000
x 24 value 291.750000
x 25 value 279.875000
x 26 value 278.000000
x 27 value 275.416667
x 28 value 269.833333
x 29 value 265.750000
x 30 value 264.875000
x 31 value 262.666667
x 32 value 263.166667
x 33 value 263.416667
x 34 value 263.583333
x 35 value 268.291667
x 36 value 264.916667
x 37 value 266.083333
x 38 value 265.458333
x 39 value 262.541667
x 40 value 261.625000
x 41 value 261.458333
x 42 value 254.916667
x 43 value 262.666667
x 44 value 264.125000
x 45 value 262.666667
x 46 value 256.875000
x 47 value 255.458333
x 48 value 253.458333
x 49 value 255.458333
x 50 value 256.875000
x 51 value 262.666667
x 52 value 264.125000
x 53 value 262.666667
x 54 value 254.916667
x 55 value 261.458333
x 56 value 261.625000
x 57 value 262.541667
x 58 value 265.458333
x 59 value 266.083333
x 60 value 264.916667
x 61 value 268.291667
x 62 value 263.583333
x 63 value 263.416667
x 64 value 263.166667
x 65 value 262.666667
x 66 value 264.875000
x 67 value 265.750000
x 68 value 269.833333
x 69 value 275.416667
x 70 value 278.000000
x 71 value 279.875000
x 72 value 291.750000
x 73 value 298.750000
x 74 value 298.000000
x 75 value 298.750000
x 76 value 304.541667
x 77 value 311.916667
x 78 value 315.541667
x 79 value 315.500000
x 80 value 315.958333
x 81 value 318.333333
x 82 value 329.583333
x 83 value 332.333333
x 84 value 343.958333
x 85 value 354.416667
x 86 value 361.666667
x 87 value 376.833333
x 88 value 391.875000
x 89 value 405.375000
x 90 value 416.833333
x 91 value 434.416667
x 92 value 453.625000
x 93 value 490.291667
x 94 value 550.833333
x 95 value 666.333333
