L T t C
32 1.800000 43 2.84
32 1.800000 44 4.33
32 1.800000 45 1.31
32 1.800000 46 1.69
32 1.800000 47 2.95
32 1.800000 48 3.44
32 1.800000 49 2.65
32 1.800000 50 2.96
32 1.800000 51 4.09
32 1.800000 52 0.73
32 1.800000 53 0.20
32 1.800000 54 -1.31
32 1.800000 55 -0.84
32 1.800000 56 -0.68
32 1.800000 57 -1.41
32 1.800000 58 -0.97
32 1.800000 59 0.83
32 1.800000 60 0.45
32 1.800000 61 1.25
32 1.800000 62 2.81
32 1.800000 63 0.07
32 1.800000 64 -0.12
32 1.800000 65 -0.62
32 1.800000 66 -0.93
32 1.800000 67 -0.32
32 1.800000 68 0.04
32 1.800000 69 0.93
32 1.800000 70 2.46
32 1.800000 71 1.93
32 1.800000 72 3.68
32 1.800000 73 4.85
32 1.800000 74 3.17
32 1.800000 75 0.88
32 1.800000 76 -0.72
32 1.800000 77 1.82
32 1.800000 78 0.73
32 1.800000 79 0.79
32 1.800000 80 -1.66
32 1.800000 81 0.28
32 1.800000 82 1.29
32 1.800000 83 -0.89
32 1.800000 84 -2.97
32 1.800000 85 -3.66
32 1.800000 86 -0.53
32 1.800000 87 -0.35
32 1.800000 88 -2.03
32 1.800000 89 -1.24
32 1.800000 90 1.63
32 1.800000 91 1.69
32 1.800000 92 -0.03
32 1.800000 93 0.05
32 1.800000 94 0.41
32 1.800000 95 -1.06
32 1.800000 96 -2.49
32 1.800000 97 0.78
32 1.800000 98 1.55
32 1.800000 99 2.38
32 1.800000 100 0.66
32 1.800000 101 -0.33
32 1.800000 102 0.56
32 1.800000 103 0.44
32 1.800000 104 -1.13
32 1.800000 105 0.43
32 1.800000 106 1.95
32 1.800000 107 0.31
32 1.800000 108 0.92
32 1.800000 109 0.06
32 1.800000 110 0.41
32 1.800000 111 0.45
32 1.800000 112 -1.69
32 1.800000 113 -2.85
32 1.800000 114 -0.59
32 1.800000 115 0.69
32 1.800000 116 1.96
32 1.800000 117 2.04
32 1.800000 118 1.90
32 1.800000 119 0.54
32 1.800000 120 2.86
32 1.800000 121 1.75
32 1.800000 122 1.04
32 1.800000 123 -1.09
32 1.800000 124 -1.89
32 1.800000 125 -1.69
32 1.800000 126 -0.38
32 1.800000 127 0.58
32 1.800000 128 5.06
32 1.800000 129 3.81
32 1.800000 130 6.21
32 1.800000 131 3.25
32 1.800000 132 -0.01
32 1.800000 133 0.55
32 1.800000 134 1.16
32 1.800000 135 3.10
32 1.800000 136 4.21
32 1.800000 137 3.26
32 1.800000 138 0.04
32 1.800000 139 -0.51
32 1.800000 140 0.32
32 1.800000 141 1.05
32 1.800000 142 2.15
32 1.800000 143 0.90
32 1.800000 144 -4.18
32 1.800000 145 -4.37
32 1.800000 146 -2.70
32 1.800000 147 -4.14
32 1.800000 148 -2.60
32 1.800000 149 -0.77
32 1.800000 150 -0.99
32 1.800000 151 3.64
32 1.800000 152 1.51
32 1.800000 153 2.62
32 1.800000 154 2.52
32 1.800000 155 4.54
32 1.800000 156 1.95
32 1.800000 157 0.24
32 1.800000 158 -1.78
32 1.800000 159 -2.11
32 1.800000 160 -0.08
32 1.800000 161 -0.39
32 1.800000 162 1.28
32 1.800000 163 -0.47
32 1.800000 164 -1.25
32 1.800000 165 0.40
32 1.800000 166 0.72
32 1.800000 167 -1.21
32 1.800000 168 -0.90
32 1.800000 169 -0.77
32 1.800000 170 -1.26
32 1.800000 171 -2.73
32 1.800000 172 -0.71
32 1.800000 173 -2.37
32 1.800000 174 -0.59
32 1.800000 175 -0.92
32 1.800000 176 -0.29
32 1.800000 177 0.64
32 1.800000 178 -0.58
32 1.800000 179 -0.17
32 1.800000 180 -1.03
32 1.800000 181 -0.72
32 1.800000 182 -1.65
32 1.800000 183 0.17
32 1.800000 184 1.09
32 1.800000 185 3.98
32 1.800000 186 4.43
32 1.800000 187 5.07
32 1.800000 188 0.56
32 1.800000 189 -2.32
32 1.800000 190 -3.39
32 1.800000 191 0.48
32 1.800000 192 -0.71
32 1.800000 193 -0.07
32 1.800000 194 3.84
32 1.800000 195 2.08
32 1.800000 196 -1.29
32 1.800000 197 0.72
32 1.800000 198 -0.80
32 1.800000 199 -0.97
32 2.000000 0 2972.06
32 2.000000 1 1362.53
32 2.000000 2 740.10
32 2.000000 3 446.00
32 2.000000 4 285.96
32 2.000000 5 193.00
32 2.000000 6 132.38
32 2.000000 7 93.55
32 2.000000 8 62.70
32 2.000000 9 48.17
32 2.000000 10 33.46
32 2.000000 11 25.53
32 2.000000 12 16.43
32 2.000000 13 7.47
32 2.000000 14 7.14
32 2.000000 15 2.38
32 2.000000 16 3.94
32 2.000000 17 3.19
32 2.000000 18 -1.31
32 2.000000 19 -2.90
32 2.000000 20 -3.87
32 2.000000 21 -6.95
32 2.000000 22 -1.74
32 2.000000 23 -0.36
32 2.000000 24 -2.43
32 2.000000 25 -3.83
32 2.000000 26 -4.86
32 2.000000 27 -9.93
32 2.000000 28 -4.06
32 2.000000 29 1.42
32 2.000000 30 1.12
32 2.000000 31 -2.33
32 2.000000 32 -2.59
32 2.000000 33 2.05
32 2.000000 34 7.52
32 2.000000 35 5.56
32 2.000000 36 -2.15
32 2.000000 37 -2.17
32 2.000000 38 -1.68
32 2.000000 39 -0.91
32 2.000000 40 -2.39
32 2.000000 41 -1.93
32 2.000000 42 -2.31
32 2.000000 43 3.50
32 2.000000 44 4.15
32 2.000000 45 -1.13
32 2.000000 46 -4.62
32 2.000000 47 -2.75
32 2.000000 48 -2.14
32 2.000000 49 -0.44
32 2.000000 50 0.54
32 2.000000 51 -0.18
32 2.000000 52 -2.28
32 2.000000 53 -0.90
32 2.000000 54 -1.88
32 2.000000 55 -4.56
32 2.000000 56 -4.66
32 2.000000 57 -4.60
32 2.000000 58 -8.15
32 2.000000 59 -8.76
32 2.000000 60 -6.13
32 2.000000 61 -5.33
32 2.000000 62 -1.28
32 2.000000 63 -4.70
32 2.000000 64 -3.53
32 2.000000 65 -4.28
32 2.000000 66 -2.65
32 2.000000 67 -1.40
32 2.000000 68 3.20
32 2.000000 69 1.32
32 2.000000 70 -0.05
32 2.000000 71 3.94
32 2.000000 72 6.53
32 2.000000 73 8.71
32 2.000000 74 6.19
32 2.000000 75 6.60
32 2.000000 76 8.20
32 2.000000 77 6.60
32 2.000000 78 2.15
32 2.000000 79 0.51
32 2.000000 80 -2.80
32 2.000000 81 -2.98
32 2.000000 82 -2.22
32 2.000000 83 -6.78
32 2.000000 84 -8.14
32 2.000000 85 -11.81
32 2.000000 86 -6.72
32 2.000000 87 -0.82
32 2.000000 88 -1.65
32 2.000000 89 -1.64
32 2.000000 90 -7.45
32 2.000000 91 -9.16
32 2.000000 92 -9.11
32 2.000000 93 -5.77
32 2.000000 94 1.10
32 2.000000 95 -5.16
32 2.000000 96 -5.26
32 2.000000 97 -2.76
32 2.000000 98 -4.12
32 2.000000 99 -4.00
32 2.000000 100 -3.63
32 2.000000 101 -2.52
32 2.000000 102 -2.15
32 2.000000 103 2.77
32 2.000000 104 0.39
32 2.000000 105 3.14
32 2.000000 106 6.53
32 2.000000 107 4.80
32 2.000000 108 2.31
32 2.000000 109 5.80
32 2.000000 110 5.67
32 2.000000 111 3.19
32 2.000000 112 -0.27
32 2.000000 113 -1.36
32 2.000000 114 1.12
32 2.000000 115 0.94
32 2.000000 116 3.49
32 2.000000 117 3.56
32 2.000000 118 -1.71
32 2.000000 119 -5.09
32 2.000000 120 1.18
32 2.000000 121 1.48
32 2.000000 122 1.40
32 2.000000 123 -3.03
32 2.000000 124 -0.44
32 2.000000 125 1.97
32 2.000000 126 -3.17
32 2.000000 127 -6.20
32 2.000000 128 -1.88
32 2.000000 129 1.01
32 2.000000 130 6.01
32 2.000000 131 0.36
32 2.000000 132 -3.29
32 2.000000 133 1.64
32 2.000000 134 1.01
32 2.000000 135 2.24
32 2.000000 136 1.22
32 2.000000 137 0.36
32 2.000000 138 -1.08
32 2.000000 139 -0.49
32 2.000000 140 -2.60
32 2.000000 141 -2.65
32 2.000000 142 1.41
32 2.000000 143 1.96
32 2.000000 144 -5.61
32 2.000000 145 -7.74
32 2.000000 146 -4.05
32 2.000000 147 -5.22
32 2.000000 148 -9.68
32 2.000000 149 -7.22
32 2.000000 150 -5.62
32 2.000000 151 0.44
32 2.000000 152 3.66
32 2.000000 153 3.53
32 2.000000 154 2.82
32 2.000000 155 5.51
32 2.000000 156 6.26
32 2.000000 157 4.33
32 2.000000 158 -3.23
32 2.000000 159 -0.90
32 2.000000 160 1.89
32 2.000000 161 4.28
32 2.000000 162 5.79
32 2.000000 163 0.87
32 2.000000 164 -2.19
32 2.000000 165 -3.21
32 2.000000 166 -0.65
32 2.000000 167 -5.61
32 2.000000 168 -5.06
32 2.000000 169 -5.24
32 2.000000 170 -5.66
32 2.000000 171 -6.17
32 2.000000 172 -3.78
32 2.000000 173 -6.71
32 2.000000 174 -6.46
32 2.000000 175 -5.74
32 2.000000 176 -2.40
32 2.000000 177 2.20
32 2.000000 178 0.28
32 2.000000 179 0.22
32 2.000000 180 -4.20
32 2.000000 181 -1.45
32 2.000000 182 -3.14
32 2.000000 183 -5.48
32 2.000000 184 -2.68
32 2.000000 185 0.13
32 2.000000 186 -3.05
32 2.000000 187 1.26
32 2.000000 188 -0.84
32 2.000000 189 -3.75
32 2.000000 190 -4.80
32 2.000000 191 -0.55
32 2.000000 192 -5.57
32 2.000000 193 -2.44
32 2.000000 194 1.44
32 2.000000 195 0.65
32 2.000000 196 -3.43
32 2.000000 197 0.81
32 2.000000 198 -1.60
32 2.000000 199 -1.73
32 2.700000 0 4460.62
32 2.700000 1 2293.51
32 2.700000 2 1286.38
32 2.700000 3 770.28
32 2.700000 4 474.82
32 2.700000 5 307.86
32 2.700000 6 197.50
32 2.700000 7 131.36
32 2.700000 8 84.40
32 2.700000 9 61.27
32 2.700000 10 46.97
32 2.700000 11 35.36
32 2.700000 12 24.31
32 2.700000 13 23.10
32 2.700000 14 24.62
32 2.700000 15 23.04
32 2.700000 16 19.11
32 2.700000 17 12.45
32 2.700000 18 2.54
32 2.700000 19 -1.93
32 2.700000 20 -6.58
32 2.700000 21 -10.25
32 2.700000 22 -9.99
32 2.700000 23 -2.19
32 2.700000 24 -1.42
32 2.700000 25 -7.44
32 2.700000 26 -5.56
32 2.700000 27 4.38
32 2.700000 28 -1.51
32 2.700000 29 -2.74
32 2.700000 30 -2.86
32 2.700000 31 1.99
32 2.700000 32 2.56
32 2.700000 33 2.42
32 2.700000 34 -2.46
32 2.700000 35 -2.16
32 2.700000 36 -1.74
32 2.700000 37 1.73
32 2.700000 38 3.48
32 2.700000 39 2.83
32 2.700000 40 0.82
32 2.700000 41 -2.63
32 2.700000 42 -7.69
32 2.700000 43 -1.26
32 2.700000 44 -4.08
32 2.700000 45 -5.43
32 2.700000 46 -3.65
32 2.700000 47 -1.08
32 2.700000 48 -3.61
32 2.700000 49 -3.37
32 2.700000 50 -9.58
32 2.700000 51 -12.76
32 2.700000 52 -17.67
32 2.700000 53 -16.12
32 2.700000 54 -13.39
32 2.700000 55 -11.20
32 2.700000 56 -7.68
32 2.700000 57 -5.14
32 2.700000 58 -11.71
32 2.700000 59 -8.68
32 2.700000 60 -8.09
32 2.700000 61 -9.32
32 2.700000 62 -11.03
32 2.700000 63 -8.14
32 2.700000 64 -9.07
32 2.700000 65 -9.78
32 2.700000 66 -7.08
32 2.700000 67 -3.54
32 2.700000 68 2.45
32 2.700000 69 5.29
32 2.700000 70 5.39
32 2.700000 71 6.53
32 2.700000 72 9.71
32 2.700000 73 -1.13
32 2.700000 74 0.27
32 2.700000 75 -0.32
32 2.700000 76 -4.32
32 2.700000 77 0.73
32 2.700000 78 3.51
32 2.700000 79 9.75
32 2.700000 80 11.34
32 2.700000 81 13.64
32 2.700000 82 7.18
32 2.700000 83 -0.00
32 2.700000 84 -2.68
32 2.700000 85 -0.86
32 2.700000 86 2.35
32 2.700000 87 -0.18
32 2.700000 88 1.07
32 2.700000 89 4.16
32 2.700000 90 11.39
32 2.700000 91 10.59
32 2.700000 92 13.46
32 2.700000 93 7.39
32 2.700000 94 9.83
32 2.700000 95 12.83
32 2.700000 96 11.11
32 2.700000 97 8.92
32 2.700000 98 6.43
32 2.700000 99 9.35
32 2.700000 100 7.98
32 2.700000 101 2.09
32 2.700000 102 2.69
32 2.700000 103 7.41
32 2.700000 104 7.64
32 2.700000 105 5.58
32 2.700000 106 8.16
32 2.700000 107 7.22
32 2.700000 108 -0.28
32 2.700000 109 5.75
32 2.700000 110 5.26
32 2.700000 111 3.10
32 2.700000 112 -4.75
32 2.700000 113 -10.03
32 2.700000 114 -5.26
32 2.700000 115 3.12
32 2.700000 116 7.76
32 2.700000 117 15.97
32 2.700000 118 13.38
32 2.700000 119 10.12
32 2.700000 120 9.74
32 2.700000 121 14.11
32 2.700000 122 11.83
32 2.700000 123 4.61
32 2.700000 124 -2.64
32 2.700000 125 -4.43
32 2.700000 126 -4.41
32 2.700000 127 1.41
32 2.700000 128 5.79
32 2.700000 129 -0.13
32 2.700000 130 -1.90
32 2.700000 131 -4.40
32 2.700000 132 -0.44
32 2.700000 133 -0.95
32 2.700000 134 -8.54
32 2.700000 135 6.72
32 2.700000 136 9.04
32 2.700000 137 3.46
32 2.700000 138 0.46
32 2.700000 139 2.45
32 2.700000 140 4.56
32 2.700000 141 2.22
32 2.700000 142 0.96
32 2.700000 143 4.69
32 2.700000 144 10.07
32 2.700000 145 8.02
32 2.700000 146 9.35
32 2.700000 147 13.92
32 2.700000 148 5.57
32 2.700000 149 4.27
32 2.700000 150 -2.79
32 2.700000 151 -7.25
32 2.700000 152 0.70
32 2.700000 153 4.52
32 2.700000 154 5.38
32 2.700000 155 7.97
32 2.700000 156 4.23
32 2.700000 157 -1.61
32 2.700000 158 1.33
32 2.700000 159 -5.08
32 2.700000 160 -1.43
32 2.700000 161 -4.74
32 2.700000 162 -1.53
32 2.700000 163 -2.49
32 2.700000 164 3.80
32 2.700000 165 6.65
32 2.700000 166 13.29
32 2.700000 167 18.80
32 2.700000 168 12.34
32 2.700000 169 5.86
32 2.700000 170 5.66
32 2.700000 171 8.59
32 2.700000 172 11.00
32 2.700000 173 5.80
32 2.700000 174 6.38
32 2.700000 175 7.44
32 2.700000 176 10.49
32 2.700000 177 13.96
32 2.700000 178 11.23
32 2.700000 179 10.54
32 2.700000 180 12.33
32 2.700000 181 3.33
32 2.700000 182 -4.80
32 2.700000 183 -1.35
32 2.700000 184 -1.09
32 2.700000 185 -2.99
32 2.700000 186 -10.13
32 2.700000 187 -0.41
32 2.700000 188 3.66
32 2.700000 189 -1.85
32 2.700000 190 -5.04
32 2.700000 191 -8.87
32 2.700000 192 -0.34
32 2.700000 193 5.00
32 2.700000 194 2.93
32 2.700000 195 2.01
32 2.700000 196 7.28
32 2.700000 197 18.83
32 2.700000 198 19.28
32 2.700000 199 16.58
32 2.300000 0 10309.96
32 2.300000 1 8005.45
32 2.300000 2 6804.68
32 2.300000 3 6056.06
32 2.300000 4 5528.48
32 2.300000 5 5129.84
32 2.300000 6 4808.52
32 2.300000 7 4542.49
32 2.300000 8 4304.53
32 2.300000 9 4105.58
32 2.300000 10 3930.20
32 2.300000 11 3772.29
32 2.300000 12 3626.12
32 2.300000 13 3488.01
32 2.300000 14 3367.42
32 2.300000 15 3253.43
32 2.300000 16 3156.67
32 2.300000 17 3063.99
32 2.300000 18 2970.97
32 2.300000 19 2881.53
32 2.300000 20 2790.76
32 2.300000 21 2707.18
32 2.300000 22 2635.24
32 2.300000 23 2561.03
32 2.300000 24 2495.08
32 2.300000 25 2424.89
32 2.300000 26 2356.64
32 2.300000 27 2293.08
32 2.300000 28 2234.01
32 2.300000 29 2176.34
32 2.300000 30 2117.89
32 2.300000 31 2066.71
32 2.300000 32 2019.95
32 2.300000 33 1967.46
32 2.300000 34 1922.96
32 2.300000 35 1874.82
32 2.300000 36 1832.29
32 2.300000 37 1781.91
32 2.300000 38 1731.79
32 2.300000 39 1688.49
32 2.300000 40 1643.46
32 2.300000 41 1605.10
32 2.300000 42 1564.51
32 2.300000 43 1530.95
32 2.300000 44 1492.29
32 2.300000 45 1452.27
32 2.300000 46 1421.25
32 2.300000 47 1381.43
32 2.300000 48 1344.37
32 2.300000 49 1311.34
32 2.300000 50 1277.17
32 2.300000 51 1247.41
32 2.300000 52 1222.56
32 2.300000 53 1198.15
32 2.300000 54 1167.28
32 2.300000 55 1134.29
32 2.300000 56 1103.54
32 2.300000 57 1080.42
32 2.300000 58 1055.90
32 2.300000 59 1032.76
32 2.300000 60 1010.43
32 2.300000 61 989.75
32 2.300000 62 970.47
32 2.300000 63 945.30
32 2.300000 64 924.93
32 2.300000 65 908.72
32 2.300000 66 882.36
32 2.300000 67 865.22
32 2.300000 68 853.33
32 2.300000 69 844.22
32 2.300000 70 821.30
32 2.300000 71 794.15
32 2.300000 72 771.01
32 2.300000 73 745.01
32 2.300000 74 726.61
32 2.300000 75 716.80
32 2.300000 76 709.58
32 2.300000 77 693.10
32 2.300000 78 672.72
32 2.300000 79 657.38
32 2.300000 80 643.79
32 2.300000 81 624.69
32 2.300000 82 615.20
32 2.300000 83 600.02
32 2.300000 84 594.24
32 2.300000 85 584.65
32 2.300000 86 574.84
32 2.300000 87 575.74
32 2.300000 88 562.12
32 2.300000 89 549.90
32 2.300000 90 537.70
32 2.300000 91 528.08
32 2.300000 92 521.82
32 2.300000 93 518.30
32 2.300000 94 513.77
32 2.300000 95 495.36
32 2.300000 96 482.70
32 2.300000 97 480.15
32 2.300000 98 468.17
32 2.300000 99 453.17
32 2.300000 100 438.36
32 2.300000 101 415.64
32 2.300000 102 398.32
32 2.300000 103 391.60
32 2.300000 104 387.29
32 2.300000 105 376.89
32 2.300000 106 368.16
32 2.300000 107 360.51
32 2.300000 108 354.02
32 2.300000 109 346.59
32 2.300000 110 336.00
32 2.300000 111 326.00
32 2.300000 112 317.54
32 2.300000 113 305.31
32 2.300000 114 287.63
32 2.300000 115 271.60
32 2.300000 116 267.09
32 2.300000 117 269.65
32 2.300000 118 265.84
32 2.300000 119 259.58
32 2.300000 120 258.99
32 2.300000 121 248.10
32 2.300000 122 237.68
32 2.300000 123 217.61
32 2.300000 124 211.57
32 2.300000 125 211.01
32 2.300000 126 199.22
32 2.300000 127 190.84
32 2.300000 128 184.26
32 2.300000 129 190.53
32 2.300000 130 192.70
32 2.300000 131 184.46
32 2.300000 132 180.48
32 2.300000 133 182.36
32 2.300000 134 182.74
32 2.300000 135 182.80
32 2.300000 136 177.59
32 2.300000 137 169.28
32 2.300000 138 162.76
32 2.300000 139 156.87
32 2.300000 140 143.02
32 2.300000 141 129.20
32 2.300000 142 120.13
32 2.300000 143 116.22
32 2.300000 144 105.73
32 2.300000 145 91.77
32 2.300000 146 85.31
32 2.300000 147 82.04
32 2.300000 148 80.43
32 2.300000 149 83.39
32 2.300000 150 83.58
32 2.300000 151 90.42
32 2.300000 152 95.95
32 2.300000 153 88.79
32 2.300000 154 81.94
32 2.300000 155 79.49
32 2.300000 156 72.75
32 2.300000 157 60.21
32 2.300000 158 62.86
32 2.300000 159 67.80
32 2.300000 160 68.04
32 2.300000 161 65.75
32 2.300000 162 61.73
32 2.300000 163 53.43
32 2.300000 164 44.45
32 2.300000 165 43.72
32 2.300000 166 47.43
32 2.300000 167 45.10
32 2.300000 168 49.05
32 2.300000 169 39.20
32 2.300000 170 30.89
32 2.300000 171 29.17
32 2.300000 172 27.37
32 2.300000 173 27.70
32 2.300000 174 27.41
32 2.300000 175 21.56
32 2.300000 176 24.51
32 2.300000 177 22.80
32 2.300000 178 19.63
32 2.300000 179 15.74
32 2.300000 180 18.05
32 2.300000 181 25.83
32 2.300000 182 28.77
32 2.300000 183 29.34
32 2.300000 184 30.11
32 2.300000 185 31.33
32 2.300000 186 26.42
32 2.300000 187 19.67
32 2.300000 188 9.74
32 2.300000 189 9.21
32 2.300000 190 16.04
32 2.300000 191 14.78
32 2.300000 192 11.77
32 2.300000 193 15.56
32 2.300000 194 17.51
32 2.300000 195 17.98
32 2.300000 196 10.59
32 2.300000 197 8.32
32 2.300000 198 5.19
32 2.300000 199 5.33
