L 32 T 2.240000
spin_corr:
x 0 value 1000.000000
x 1 value 735.000000
x 2 value 647.250000
x 3 value 607.875000
x 4 value 583.250000
x 5 value 564.625000
x 6 value 555.250000
x 7 value 541.250000
x 8 value 531.250000
x 9 value 530.250000
x 10 value 527.625000
x 11 value 529.375000
x 12 value 521.875000
x 13 value 519.625000
x 14 value 520.375000
x 15 value 514.625000
x 16 value 512.625000
x 17 value 514.625000
x 18 value 520.375000
x 19 value 519.625000
x 20 value 521.875000
x 21 value 529.375000
x 22 value 527.625000
x 23 value 530.250000
x 24 value 531.250000
x 25 value 541.250000
x 26 value 555.250000
x 27 value 564.625000
x 28 value 583.250000
x 29 value 607.875000
x 30 value 647.250000
x 31 value 735.000000
