L 24 T 3.643000
spin_corr:
x 0 value 91.818182
x 1 value 63.097033
x 2 value 54.493397
x 3 value 50.768675
x 4 value 48.409440
x 5 value 46.508801
x 6 value 45.406947
x 7 value 44.679427
x 8 value 43.897686
x 9 value 43.699069
x 10 value 43.175015
x 11 value 43.000136
x 12 value 42.815519
x 13 value 42.999374
x 14 value 43.175135
x 15 value 43.699581
x 16 value 43.897523
x 17 value 44.680078
x 18 value 45.407486
x 19 value 46.507839
x 20 value 48.410130
x 21 value 50.767175
x 22 value 54.492644
x 23 value 63.097585
