L 256 T 2.272000
spin_corr:
x 0 value 1000.000000
x 1 value 705.128125
x 2 value 590.092188
x 3 value 529.732813
x 4 value 489.576563
x 5 value 462.471875
x 6 value 442.003125
x 7 value 425.353125
x 8 value 409.028125
x 9 value 395.396875
x 10 value 385.207812
x 11 value 374.118750
x 12 value 365.817187
x 13 value 358.278125
x 14 value 351.551562
x 15 value 344.146875
x 16 value 339.287500
x 17 value 332.931250
x 18 value 327.825000
x 19 value 323.275000
x 20 value 320.009375
x 21 value 314.818750
x 22 value 310.843750
x 23 value 306.406250
x 24 value 302.439062
x 25 value 299.910937
x 26 value 295.909375
x 27 value 293.653125
x 28 value 290.945312
x 29 value 287.318750
x 30 value 285.382812
x 31 value 282.953125
x 32 value 281.354688
x 33 value 279.210938
x 34 value 277.104688
x 35 value 275.168750
x 36 value 274.546875
x 37 value 273.765625
x 38 value 270.760938
x 39 value 269.653125
x 40 value 268.406250
x 41 value 264.978125
x 42 value 263.729688
x 43 value 263.210938
x 44 value 261.096875
x 45 value 260.951563
x 46 value 259.028125
x 47 value 257.684375
x 48 value 255.368750
x 49 value 255.442187
x 50 value 254.967187
x 51 value 253.668750
x 52 value 252.259375
x 53 value 250.926562
x 54 value 250.198438
x 55 value 248.589063
x 56 value 246.807813
x 57 value 246.359375
x 58 value 246.040625
x 59 value 244.306250
x 60 value 241.628125
x 61 value 238.846875
x 62 value 237.878125
x 63 value 237.157813
x 64 value 236.368750
x 65 value 235.998437
x 66 value 235.784375
x 67 value 235.101562
x 68 value 235.271875
x 69 value 234.567187
x 70 value 232.953125
x 71 value 232.423438
x 72 value 232.067187
x 73 value 229.804688
x 74 value 230.462500
x 75 value 229.012500
x 76 value 229.728125
x 77 value 229.115625
x 78 value 227.310937
x 79 value 227.393750
x 80 value 227.482812
x 81 value 227.642188
x 82 value 226.617188
x 83 value 225.587500
x 84 value 225.307813
x 85 value 225.065625
x 86 value 225.176562
x 87 value 225.060937
x 88 value 225.540625
x 89 value 225.401563
x 90 value 224.554688
x 91 value 223.698438
x 92 value 222.812500
x 93 value 223.206250
x 94 value 223.265625
x 95 value 222.107812
x 96 value 221.085938
x 97 value 220.417188
x 98 value 220.154687
x 99 value 220.335938
x 100 value 219.496875
x 101 value 219.459375
x 102 value 218.762500
x 103 value 218.651563
x 104 value 216.443750
x 105 value 216.553125
x 106 value 216.129687
x 107 value 215.545312
x 108 value 215.315625
x 109 value 214.517188
x 110 value 215.135938
x 111 value 215.754687
x 112 value 215.215625
x 113 value 215.939063
x 114 value 215.612500
x 115 value 215.864062
x 116 value 214.635938
x 117 value 215.081250
x 118 value 215.996875
