L 256 T 2.220000
spin_corr:
x 0 value 1000.000000
x 1 value 764.250000
x 2 value 686.890625
x 3 value 652.406250
x 4 value 633.421875
x 5 value 621.546875
x 6 value 614.796875
x 7 value 608.468750
x 8 value 602.875000
x 9 value 599.875000
x 10 value 598.015625
x 11 value 596.796875
x 12 value 593.406250
x 13 value 591.640625
x 14 value 590.828125
x 15 value 590.234375
x 16 value 589.359375
x 17 value 588.062500
x 18 value 586.171875
x 19 value 586.437500
x 20 value 587.625000
x 21 value 588.343750
x 22 value 586.671875
x 23 value 586.031250
x 24 value 587.093750
x 25 value 586.156250
x 26 value 587.093750
x 27 value 588.156250
x 28 value 586.343750
x 29 value 588.390625
x 30 value 588.546875
x 31 value 589.750000
x 32 value 587.406250
x 33 value 588.437500
x 34 value 589.984375
x 35 value 588.812500
x 36 value 588.265625
x 37 value 589.859375
x 38 value 587.218750
x 39 value 585.796875
x 40 value 586.937500
x 41 value 585.796875
x 42 value 586.468750
x 43 value 586.109375
x 44 value 586.046875
x 45 value 585.953125
x 46 value 585.343750
x 47 value 585.906250
x 48 value 585.937500
x 49 value 587.109375
x 50 value 586.546875
x 51 value 588.265625
x 52 value 587.984375
x 53 value 588.406250
x 54 value 588.093750
x 55 value 587.656250
x 56 value 586.250000
x 57 value 586.859375
x 58 value 588.250000
x 59 value 587.031250
x 60 value 587.609375
x 61 value 586.078125
x 62 value 586.671875
x 63 value 586.031250
x 64 value 585.125000
x 65 value 587.437500
x 66 value 585.234375
x 67 value 585.062500
x 68 value 584.156250
x 69 value 585.671875
x 70 value 586.921875
x 71 value 587.375000
x 72 value 586.671875
x 73 value 586.859375
x 74 value 587.203125
x 75 value 587.453125
x 76 value 587.734375
x 77 value 587.281250
x 78 value 587.390625
x 79 value 586.984375
x 80 value 584.640625
x 81 value 584.265625
x 82 value 585.218750
x 83 value 583.640625
x 84 value 585.781250
x 85 value 586.656250
x 86 value 585.812500
x 87 value 586.609375
x 88 value 586.375000
x 89 value 586.765625
x 90 value 586.343750
x 91 value 587.687500
x 92 value 588.265625
x 93 value 588.875000
x 94 value 588.234375
x 95 value 588.031250
x 96 value 588.406250
x 97 value 586.328125
x 98 value 585.562500
x 99 value 584.546875
x 100 value 585.359375
x 101 value 584.843750
x 102 value 585.203125
x 103 value 584.250000
x 104 value 584.906250
x 105 value 583.109375
x 106 value 584.125000
x 107 value 585.265625
x 108 value 585.531250
x 109 value 586.562500
x 110 value 585.390625
x 111 value 586.500000
x 112 value 586.625000
x 113 value 585.890625
x 114 value 585.890625
x 115 value 588.203125
x 116 value 588.218750
x 117 value 586.578125
x 118 value 586.328125
