L 24 T 3.641000
spin_corr:
x 0 value 91.818182
x 1 value 62.785954
x 2 value 54.748677
x 3 value 50.922115
x 4 value 48.283119
x 5 value 46.516741
x 6 value 45.365189
x 7 value 44.805425
x 8 value 44.321446
x 9 value 43.611967
x 10 value 43.300794
x 11 value 43.104144
x 12 value 42.957950
x 13 value 43.103792
x 14 value 43.300926
x 15 value 43.611279
x 16 value 44.321909
x 17 value 44.804754
x 18 value 45.365411
x 19 value 46.516868
x 20 value 48.282309
x 21 value 50.922485
x 22 value 54.749838
x 23 value 62.785705
