L 256 T 2.260000
spin_corr:
x 0 value 1.000000
x 1 value 0.720352
x 2 value 0.616778
x 3 value 0.564776
x 4 value 0.532319
x 5 value 0.510232
x 6 value 0.493300
x 7 value 0.480619
x 8 value 0.469177
x 9 value 0.461548
x 10 value 0.453593
x 11 value 0.446704
x 12 value 0.441720
x 13 value 0.436675
x 14 value 0.432451
x 15 value 0.428427
x 16 value 0.425333
x 17 value 0.422023
x 18 value 0.419353
x 19 value 0.417054
x 20 value 0.414906
x 21 value 0.412589
x 22 value 0.410873
x 23 value 0.408178
x 24 value 0.407135
x 25 value 0.406090
x 26 value 0.404302
x 27 value 0.403224
x 28 value 0.402113
x 29 value 0.400165
x 30 value 0.399635
x 31 value 0.398172
x 32 value 0.397141
x 33 value 0.396646
x 34 value 0.395597
x 35 value 0.394419
x 36 value 0.394329
x 37 value 0.393212
x 38 value 0.393018
x 39 value 0.392727
x 40 value 0.391472
x 41 value 0.391124
x 42 value 0.389987
x 43 value 0.389388
x 44 value 0.389291
x 45 value 0.389111
x 46 value 0.388413
x 47 value 0.388119
x 48 value 0.387594
x 49 value 0.387692
x 50 value 0.387549
x 51 value 0.386736
x 52 value 0.386109
x 53 value 0.385424
x 54 value 0.385104
x 55 value 0.385255
x 56 value 0.384650
x 57 value 0.384740
x 58 value 0.384193
x 59 value 0.384085
x 60 value 0.384377
x 61 value 0.383636
x 62 value 0.383961
x 63 value 0.383582
x 64 value 0.383503
x 65 value 0.383277
x 66 value 0.383023
x 67 value 0.382330
x 68 value 0.383164
x 69 value 0.382490
x 70 value 0.382651
x 71 value 0.381972
x 72 value 0.382036
x 73 value 0.382001
x 74 value 0.381745
x 75 value 0.381628
x 76 value 0.381345
x 77 value 0.381334
x 78 value 0.380948
x 79 value 0.381179
x 80 value 0.381494
x 81 value 0.381036
x 82 value 0.380749
x 83 value 0.380400
x 84 value 0.380794
x 85 value 0.380515
x 86 value 0.380324
x 87 value 0.380595
x 88 value 0.380360
x 89 value 0.380294
x 90 value 0.379971
x 91 value 0.380158
x 92 value 0.380100
x 93 value 0.379895
x 94 value 0.380233
x 95 value 0.380102
x 96 value 0.379795
x 97 value 0.380150
x 98 value 0.379588
x 99 value 0.379826
x 100 value 0.379889
x 101 value 0.380011
x 102 value 0.379899
x 103 value 0.379787
x 104 value 0.379457
x 105 value 0.379292
x 106 value 0.379288
x 107 value 0.379422
x 108 value 0.378859
x 109 value 0.379561
x 110 value 0.379022
x 111 value 0.378869
x 112 value 0.378867
x 113 value 0.379006
x 114 value 0.379008
x 115 value 0.379415
x 116 value 0.379036
x 117 value 0.379109
x 118 value 0.378964
x 119 value 0.378561
x 120 value 0.379441
x 121 value 0.378585
x 122 value 0.379052
x 123 value 0.378936
x 124 value 0.378923
x 125 value 0.379332
x 126 value 0.378861
x 127 value 0.378754
x 128 value 0.379198
x 129 value 0.378623
x 130 value 0.379084
x 131 value 0.378909
x 132 value 0.378354
x 133 value 0.378440
x 134 value 0.379240
x 135 value 0.379261
x 136 value 0.378675
x 137 value 0.379038
x 138 value 0.379290
x 139 value 0.378850
x 140 value 0.378843
x 141 value 0.378837
x 142 value 0.378758
x 143 value 0.379259
x 144 value 0.379434
x 145 value 0.379557
x 146 value 0.379075
x 147 value 0.379290
x 148 value 0.379539
x 149 value 0.379531
x 150 value 0.379918
x 151 value 0.379642
x 152 value 0.379652
x 153 value 0.379882
x 154 value 0.379275
x 155 value 0.379299
x 156 value 0.379833
x 157 value 0.379794
x 158 value 0.380097
x 159 value 0.379682
x 160 value 0.379729
x 161 value 0.379955
x 162 value 0.379706
x 163 value 0.380189
x 164 value 0.380473
x 165 value 0.379964
x 166 value 0.380404
x 167 value 0.380499
x 168 value 0.380348
x 169 value 0.380578
x 170 value 0.380498
x 171 value 0.381024
x 172 value 0.380685
x 173 value 0.380880
x 174 value 0.380888
x 175 value 0.380669
