L 256 T 2.160000
spin_corr:
x 0 value 1.000000
x 1 value 0.799125
x 2 value 0.738959
x 3 value 0.715279
x 4 value 0.703815
x 5 value 0.696943
x 6 value 0.693135
x 7 value 0.690335
x 8 value 0.688675
x 9 value 0.687460
x 10 value 0.686431
x 11 value 0.686220
x 12 value 0.685856
x 13 value 0.685256
x 14 value 0.685347
x 15 value 0.685238
x 16 value 0.684978
x 17 value 0.684935
x 18 value 0.684897
x 19 value 0.685065
x 20 value 0.685303
x 21 value 0.684915
x 22 value 0.684861
x 23 value 0.684775
x 24 value 0.684944
x 25 value 0.684563
x 26 value 0.684851
x 27 value 0.684656
x 28 value 0.684973
x 29 value 0.684739
x 30 value 0.684655
x 31 value 0.684876
x 32 value 0.684795
x 33 value 0.684651
x 34 value 0.684667
x 35 value 0.684633
x 36 value 0.684713
x 37 value 0.684433
x 38 value 0.684497
x 39 value 0.684452
x 40 value 0.684799
x 41 value 0.684914
x 42 value 0.685155
x 43 value 0.684978
x 44 value 0.684431
x 45 value 0.684650
x 46 value 0.684701
x 47 value 0.685023
x 48 value 0.684513
x 49 value 0.684613
x 50 value 0.684635
x 51 value 0.684698
x 52 value 0.684666
x 53 value 0.684717
x 54 value 0.684623
x 55 value 0.684719
x 56 value 0.684774
x 57 value 0.684702
x 58 value 0.684708
x 59 value 0.684363
x 60 value 0.684483
x 61 value 0.684727
x 62 value 0.684715
x 63 value 0.684567
x 64 value 0.684551
x 65 value 0.684902
x 66 value 0.684721
x 67 value 0.684704
x 68 value 0.684708
x 69 value 0.684867
x 70 value 0.684925
x 71 value 0.684541
x 72 value 0.684495
x 73 value 0.684320
x 74 value 0.684583
x 75 value 0.684539
x 76 value 0.684971
x 77 value 0.684473
x 78 value 0.684995
x 79 value 0.684949
x 80 value 0.684679
x 81 value 0.684261
x 82 value 0.684589
x 83 value 0.684799
x 84 value 0.684667
x 85 value 0.684991
x 86 value 0.684532
x 87 value 0.684384
x 88 value 0.684613
x 89 value 0.685407
x 90 value 0.684559
x 91 value 0.684540
x 92 value 0.685130
x 93 value 0.684589
x 94 value 0.684804
x 95 value 0.684754
x 96 value 0.684596
x 97 value 0.684813
x 98 value 0.684527
x 99 value 0.684601
x 100 value 0.684428
x 101 value 0.684559
x 102 value 0.684784
x 103 value 0.684963
x 104 value 0.684480
x 105 value 0.684668
x 106 value 0.685048
x 107 value 0.684863
x 108 value 0.684507
x 109 value 0.684477
x 110 value 0.684572
x 111 value 0.684425
x 112 value 0.684594
x 113 value 0.684705
x 114 value 0.685156
x 115 value 0.684223
x 116 value 0.684428
x 117 value 0.684914
x 118 value 0.684637
x 119 value 0.685141
x 120 value 0.684973
x 121 value 0.684558
x 122 value 0.684439
x 123 value 0.684832
x 124 value 0.684855
x 125 value 0.684791
x 126 value 0.684626
x 127 value 0.684803
x 128 value 0.684507
x 129 value 0.684899
x 130 value 0.684546
x 131 value 0.684466
x 132 value 0.684822
x 133 value 0.684041
x 134 value 0.684734
x 135 value 0.685053
x 136 value 0.684854
x 137 value 0.684424
x 138 value 0.684881
x 139 value 0.684826
x 140 value 0.684504
x 141 value 0.684654
x 142 value 0.684681
x 143 value 0.684712
x 144 value 0.684362
x 145 value 0.684665
x 146 value 0.684843
x 147 value 0.684582
x 148 value 0.684743
x 149 value 0.684727
x 150 value 0.684737
x 151 value 0.684834
x 152 value 0.684628
x 153 value 0.685034
x 154 value 0.684208
x 155 value 0.684655
x 156 value 0.684692
x 157 value 0.684656
x 158 value 0.684737
x 159 value 0.684656
x 160 value 0.684498
x 161 value 0.684457
x 162 value 0.684624
x 163 value 0.684691
x 164 value 0.685005
x 165 value 0.685060
x 166 value 0.684389
x 167 value 0.684427
x 168 value 0.684687
x 169 value 0.684621
x 170 value 0.684537
x 171 value 0.684546
x 172 value 0.684272
x 173 value 0.684890
x 174 value 0.684464
x 175 value 0.684801
