L 24 T 3.720000
spin_corr:
x 0 value 91.818182
x 1 value 58.334230
x 2 value 47.744411
x 3 value 42.500773
x 4 value 39.458074
x 5 value 37.119036
x 6 value 35.526939
x 7 value 34.349010
x 8 value 33.377894
x 9 value 32.936991
x 10 value 32.319867
x 11 value 32.297635
x 12 value 32.250424
x 13 value 32.296514
x 14 value 32.318670
x 15 value 32.936586
x 16 value 33.380006
x 17 value 34.349633
x 18 value 35.528901
x 19 value 37.120098
x 20 value 39.457314
x 21 value 42.501522
x 22 value 47.744678
x 23 value 58.333535
