L 256 T 2.220000
spin_corr:
x 0 value 1.000000
x 1 value 0.758163
x 2 value 0.676441
x 3 value 0.640495
x 4 value 0.619478
x 5 value 0.606860
x 6 value 0.597725
x 7 value 0.592147
x 8 value 0.587087
x 9 value 0.583507
x 10 value 0.580380
x 11 value 0.578111
x 12 value 0.576368
x 13 value 0.574955
x 14 value 0.573776
x 15 value 0.572951
x 16 value 0.572054
x 17 value 0.571587
x 18 value 0.570820
x 19 value 0.570636
x 20 value 0.569880
x 21 value 0.570098
x 22 value 0.569777
x 23 value 0.569215
x 24 value 0.569104
x 25 value 0.568512
x 26 value 0.568673
x 27 value 0.568602
x 28 value 0.568436
x 29 value 0.568407
x 30 value 0.567814
x 31 value 0.568043
x 32 value 0.567954
x 33 value 0.567925
x 34 value 0.568164
x 35 value 0.567896
x 36 value 0.568187
x 37 value 0.568296
x 38 value 0.567576
x 39 value 0.567739
x 40 value 0.567932
x 41 value 0.567944
x 42 value 0.567740
x 43 value 0.567547
x 44 value 0.568429
x 45 value 0.567563
x 46 value 0.567301
x 47 value 0.567873
x 48 value 0.567663
x 49 value 0.567555
x 50 value 0.567696
x 51 value 0.567692
x 52 value 0.567334
x 53 value 0.567553
x 54 value 0.567630
x 55 value 0.567480
x 56 value 0.567726
x 57 value 0.568085
x 58 value 0.567350
x 59 value 0.567575
x 60 value 0.567552
x 61 value 0.567526
x 62 value 0.567679
x 63 value 0.567623
x 64 value 0.567904
x 65 value 0.567106
x 66 value 0.567542
x 67 value 0.567584
x 68 value 0.567469
x 69 value 0.567625
x 70 value 0.567702
x 71 value 0.567724
x 72 value 0.567629
x 73 value 0.567708
x 74 value 0.567504
x 75 value 0.567692
x 76 value 0.567792
x 77 value 0.567453
x 78 value 0.567593
x 79 value 0.567296
x 80 value 0.567999
x 81 value 0.567585
x 82 value 0.567445
x 83 value 0.567573
x 84 value 0.567343
x 85 value 0.567459
x 86 value 0.567473
x 87 value 0.568052
x 88 value 0.567722
x 89 value 0.567477
x 90 value 0.567859
x 91 value 0.567631
x 92 value 0.567607
x 93 value 0.567486
x 94 value 0.567548
x 95 value 0.567256
x 96 value 0.567186
x 97 value 0.567442
x 98 value 0.567535
x 99 value 0.567372
x 100 value 0.567619
x 101 value 0.567562
x 102 value 0.567647
x 103 value 0.567539
x 104 value 0.567616
x 105 value 0.567208
x 106 value 0.567557
x 107 value 0.567719
x 108 value 0.567670
x 109 value 0.567285
x 110 value 0.567809
x 111 value 0.567360
x 112 value 0.567826
x 113 value 0.567546
x 114 value 0.567551
x 115 value 0.567738
x 116 value 0.567859
x 117 value 0.567671
x 118 value 0.567884
x 119 value 0.567431
x 120 value 0.567362
x 121 value 0.567366
x 122 value 0.567308
x 123 value 0.567375
x 124 value 0.567653
x 125 value 0.567057
x 126 value 0.567561
x 127 value 0.567577
x 128 value 0.567524
x 129 value 0.567199
x 130 value 0.567977
x 131 value 0.567303
x 132 value 0.567628
x 133 value 0.567269
x 134 value 0.567342
x 135 value 0.567757
x 136 value 0.567675
x 137 value 0.567692
x 138 value 0.567820
x 139 value 0.567849
x 140 value 0.567971
x 141 value 0.567604
x 142 value 0.567612
x 143 value 0.567585
x 144 value 0.567522
x 145 value 0.567899
x 146 value 0.567815
x 147 value 0.567349
x 148 value 0.567664
x 149 value 0.567703
x 150 value 0.567231
x 151 value 0.567707
x 152 value 0.567744
x 153 value 0.567629
x 154 value 0.567663
x 155 value 0.567414
x 156 value 0.567424
x 157 value 0.567469
x 158 value 0.567564
x 159 value 0.567607
x 160 value 0.567615
x 161 value 0.567459
x 162 value 0.567717
x 163 value 0.567283
x 164 value 0.567432
x 165 value 0.567776
x 166 value 0.567090
x 167 value 0.567425
x 168 value 0.567334
x 169 value 0.568192
x 170 value 0.567835
x 171 value 0.567471
x 172 value 0.567925
x 173 value 0.567826
x 174 value 0.567104
x 175 value 0.567002
