L 256 T 2.270000
spin_corr:
x 0 value 1000.000000
x 1 value 708.626562
x 2 value 594.892187
x 3 value 534.970312
x 4 value 496.075000
x 5 value 469.948438
x 6 value 451.776563
x 7 value 435.757812
x 8 value 422.212500
x 9 value 409.682813
x 10 value 400.164062
x 11 value 391.142187
x 12 value 383.798437
x 13 value 376.092188
x 14 value 367.689062
x 15 value 361.535937
x 16 value 355.868750
x 17 value 352.145312
x 18 value 348.217188
x 19 value 343.728125
x 20 value 339.481250
x 21 value 335.015625
x 22 value 331.350000
x 23 value 328.940625
x 24 value 324.381250
x 25 value 321.689062
x 26 value 318.309375
x 27 value 316.928125
x 28 value 314.545313
x 29 value 311.773438
x 30 value 308.817187
x 31 value 306.753125
x 32 value 304.540625
x 33 value 303.379687
x 34 value 300.704687
x 35 value 299.851562
x 36 value 299.000000
x 37 value 296.731250
x 38 value 295.798437
x 39 value 295.635938
x 40 value 293.964063
x 41 value 292.028125
x 42 value 289.718750
x 43 value 288.267187
x 44 value 287.006250
x 45 value 286.550000
x 46 value 285.957812
x 47 value 283.551562
x 48 value 281.548437
x 49 value 279.971875
x 50 value 278.887500
x 51 value 277.462500
x 52 value 276.770312
x 53 value 276.573438
x 54 value 275.057813
x 55 value 273.270312
x 56 value 271.357813
x 57 value 270.995313
x 58 value 269.414062
x 59 value 269.181250
x 60 value 269.150000
x 61 value 268.015625
x 62 value 267.335938
x 63 value 266.565625
x 64 value 265.296875
x 65 value 264.037500
x 66 value 264.504687
x 67 value 263.776563
x 68 value 263.289062
x 69 value 262.350000
x 70 value 261.579687
x 71 value 260.798437
x 72 value 260.760938
x 73 value 260.095312
x 74 value 260.379687
x 75 value 258.610937
x 76 value 256.835938
x 77 value 257.401563
x 78 value 256.504687
x 79 value 256.032812
x 80 value 254.850000
x 81 value 255.721875
x 82 value 255.307813
x 83 value 255.814063
x 84 value 255.204688
x 85 value 253.623437
x 86 value 253.100000
x 87 value 252.650000
x 88 value 252.835938
x 89 value 251.740625
x 90 value 251.876563
x 91 value 251.514062
x 92 value 251.250000
x 93 value 250.843750
x 94 value 250.371875
x 95 value 250.898438
x 96 value 249.570312
x 97 value 249.834375
x 98 value 248.809375
x 99 value 248.098437
x 100 value 248.153125
x 101 value 248.723437
x 102 value 248.132812
x 103 value 248.384375
x 104 value 250.171875
x 105 value 250.398438
x 106 value 249.109375
x 107 value 247.595313
x 108 value 247.646875
x 109 value 247.339063
x 110 value 246.679688
x 111 value 246.582812
x 112 value 246.681250
x 113 value 246.715625
x 114 value 245.978125
x 115 value 245.721875
x 116 value 246.001563
x 117 value 245.287500
x 118 value 245.268750
