L 256 T 2.266000
spin_corr:
x 0 value 1000.000000
x 1 value 712.468750
x 2 value 600.312500
x 3 value 544.546875
x 4 value 511.015625
x 5 value 482.609375
x 6 value 464.750000
x 7 value 451.187500
x 8 value 438.015625
x 9 value 426.296875
x 10 value 416.921875
x 11 value 407.406250
x 12 value 400.437500
x 13 value 394.328125
x 14 value 386.953125
x 15 value 384.296875
x 16 value 383.812500
x 17 value 379.156250
x 18 value 372.671875
x 19 value 369.375000
x 20 value 365.406250
x 21 value 361.734375
x 22 value 359.359375
x 23 value 358.015625
x 24 value 354.406250
x 25 value 354.656250
x 26 value 352.265625
x 27 value 348.171875
x 28 value 341.703125
x 29 value 342.125000
x 30 value 341.125000
x 31 value 337.453125
x 32 value 335.375000
x 33 value 334.265625
x 34 value 335.687500
x 35 value 333.109375
x 36 value 330.890625
x 37 value 330.031250
x 38 value 329.921875
x 39 value 326.468750
x 40 value 325.609375
x 41 value 325.671875
x 42 value 322.781250
x 43 value 319.718750
x 44 value 319.468750
x 45 value 319.000000
x 46 value 318.828125
x 47 value 322.000000
x 48 value 319.484375
x 49 value 315.125000
x 50 value 312.046875
x 51 value 312.203125
x 52 value 310.734375
x 53 value 307.453125
x 54 value 303.953125
x 55 value 304.984375
x 56 value 303.781250
x 57 value 300.796875
x 58 value 296.906250
x 59 value 298.921875
x 60 value 303.234375
x 61 value 305.640625
x 62 value 303.578125
x 63 value 306.031250
x 64 value 307.046875
x 65 value 303.062500
x 66 value 303.109375
x 67 value 301.656250
x 68 value 302.687500
x 69 value 297.812500
x 70 value 298.078125
x 71 value 298.531250
x 72 value 299.640625
x 73 value 298.703125
x 74 value 299.218750
x 75 value 300.687500
x 76 value 301.234375
x 77 value 300.546875
x 78 value 302.500000
x 79 value 304.109375
x 80 value 305.218750
x 81 value 304.328125
x 82 value 303.703125
x 83 value 300.343750
x 84 value 301.609375
x 85 value 301.421875
x 86 value 301.328125
x 87 value 301.609375
x 88 value 299.843750
x 89 value 298.328125
x 90 value 297.328125
x 91 value 295.546875
x 92 value 295.968750
x 93 value 296.062500
x 94 value 294.437500
x 95 value 295.687500
x 96 value 294.390625
x 97 value 293.609375
x 98 value 295.109375
x 99 value 293.843750
x 100 value 291.140625
x 101 value 287.640625
x 102 value 288.828125
x 103 value 290.328125
x 104 value 291.250000
x 105 value 290.343750
x 106 value 291.203125
x 107 value 291.265625
x 108 value 292.625000
x 109 value 295.640625
x 110 value 296.937500
x 111 value 294.625000
x 112 value 292.125000
x 113 value 295.000000
x 114 value 293.468750
x 115 value 292.406250
x 116 value 296.343750
x 117 value 295.171875
x 118 value 294.562500
