L 32 T 3.638000
spin_corr:
x 0 value 91.818182
x 1 value 61.754449
x 2 value 53.067157
x 3 value 48.817286
x 4 value 45.924502
x 5 value 44.271037
x 6 value 43.209357
x 7 value 42.316527
x 8 value 41.618001
x 9 value 41.103257
x 10 value 40.615530
x 11 value 40.267215
x 12 value 39.742739
x 13 value 39.573810
x 14 value 39.324724
x 15 value 39.300258
x 16 value 39.510688
x 17 value 39.300666
x 18 value 39.324940
x 19 value 39.574345
x 20 value 39.742705
x 21 value 40.267346
x 22 value 40.615683
x 23 value 41.102774
x 24 value 41.617665
x 25 value 42.316415
x 26 value 43.209231
x 27 value 44.271314
x 28 value 45.924036
x 29 value 48.816813
x 30 value 53.065951
x 31 value 61.754792
