L 256 T 2.268000
spin_corr:
x 0 value 1000.000000
x 1 value 712.362500
x 2 value 600.757812
x 3 value 542.210938
x 4 value 505.631250
x 5 value 479.523438
x 6 value 458.976562
x 7 value 443.281250
x 8 value 429.378125
x 9 value 418.557813
x 10 value 409.459375
x 11 value 401.103125
x 12 value 394.234375
x 13 value 387.215625
x 14 value 381.276563
x 15 value 376.095312
x 16 value 371.212500
x 17 value 368.143750
x 18 value 362.139063
x 19 value 358.039062
x 20 value 354.453125
x 21 value 350.031250
x 22 value 347.432813
x 23 value 343.943750
x 24 value 341.720312
x 25 value 340.206250
x 26 value 336.910937
x 27 value 336.037500
x 28 value 333.021875
x 29 value 331.062500
x 30 value 329.570312
x 31 value 328.321875
x 32 value 325.846875
x 33 value 323.889063
x 34 value 323.742188
x 35 value 322.606250
x 36 value 319.815625
x 37 value 318.639063
x 38 value 316.623438
x 39 value 315.521875
x 40 value 314.720312
x 41 value 314.034375
x 42 value 313.675000
x 43 value 311.965625
x 44 value 311.540625
x 45 value 309.753125
x 46 value 308.554688
x 47 value 308.776563
x 48 value 308.625000
x 49 value 307.031250
x 50 value 305.945312
x 51 value 306.831250
x 52 value 305.217188
x 53 value 304.914062
x 54 value 303.682813
x 55 value 302.931250
x 56 value 303.214063
x 57 value 302.453125
x 58 value 301.078125
x 59 value 300.251562
x 60 value 298.793750
x 61 value 298.590625
x 62 value 298.367188
x 63 value 296.939062
x 64 value 295.801562
x 65 value 294.857813
x 66 value 294.406250
x 67 value 294.881250
x 68 value 294.745313
x 69 value 294.846875
x 70 value 294.306250
x 71 value 294.568750
x 72 value 293.312500
x 73 value 292.634375
x 74 value 292.234375
x 75 value 291.979688
x 76 value 292.329687
x 77 value 292.435938
x 78 value 291.734375
x 79 value 290.917188
x 80 value 290.968750
x 81 value 291.198438
x 82 value 291.290625
x 83 value 290.317187
x 84 value 288.739062
x 85 value 288.520312
x 86 value 288.846875
x 87 value 289.237500
x 88 value 288.635938
x 89 value 288.168750
x 90 value 287.553125
x 91 value 287.096875
x 92 value 287.303125
x 93 value 287.137500
x 94 value 286.440625
x 95 value 286.375000
x 96 value 285.617188
x 97 value 286.523438
x 98 value 284.970312
x 99 value 284.589063
x 100 value 285.337500
x 101 value 285.467188
x 102 value 285.332812
x 103 value 286.082812
x 104 value 286.254687
x 105 value 285.842188
x 106 value 286.235937
x 107 value 285.878125
x 108 value 285.628125
x 109 value 285.509375
x 110 value 285.403125
x 111 value 285.146875
x 112 value 285.418750
x 113 value 285.710938
x 114 value 284.970312
x 115 value 284.310938
x 116 value 284.500000
x 117 value 285.714063
x 118 value 286.793750
