L 2048 T 2.269200
spin_corr:
x 0 value 1.000000
x 1 value 0.707299
x 2 value 0.594941
x 3 value 0.536320
x 4 value 0.498490
x 5 value 0.471203
x 6 value 0.450271
x 7 value 0.433249
x 8 value 0.419200
x 9 value 0.406661
x 10 value 0.395923
x 11 value 0.387027
x 12 value 0.378994
x 13 value 0.371291
x 14 value 0.364663
x 15 value 0.358702
x 16 value 0.353081
x 17 value 0.347284
x 18 value 0.342364
x 19 value 0.338209
x 20 value 0.334075
x 21 value 0.330201
x 22 value 0.326687
x 23 value 0.322746
x 24 value 0.319111
x 25 value 0.316016
x 26 value 0.313301
x 27 value 0.310249
x 28 value 0.307855
x 29 value 0.305006
x 30 value 0.302164
x 31 value 0.299547
x 32 value 0.297498
x 33 value 0.295575
x 34 value 0.293221
x 35 value 0.291550
x 36 value 0.288991
x 37 value 0.287614
x 38 value 0.286128
x 39 value 0.283506
x 40 value 0.282201
x 41 value 0.280059
x 42 value 0.278881
x 43 value 0.277011
x 44 value 0.275641
x 45 value 0.274060
x 46 value 0.272643
x 47 value 0.271175
x 48 value 0.269534
x 49 value 0.268877
x 50 value 0.266851
x 51 value 0.265942
x 52 value 0.264751
x 53 value 0.263460
x 54 value 0.262452
x 55 value 0.261192
x 56 value 0.260294
x 57 value 0.258835
x 58 value 0.257834
x 59 value 0.256687
x 60 value 0.255468
x 61 value 0.254579
x 62 value 0.253430
x 63 value 0.253017
x 64 value 0.252043
x 65 value 0.250812
x 66 value 0.250355
x 67 value 0.249224
x 68 value 0.248401
x 69 value 0.247372
x 70 value 0.246306
x 71 value 0.245370
x 72 value 0.244910
x 73 value 0.244474
x 74 value 0.243631
x 75 value 0.242705
x 76 value 0.242162
x 77 value 0.241358
x 78 value 0.240554
x 79 value 0.239821
x 80 value 0.239009
x 81 value 0.238204
x 82 value 0.237762
x 83 value 0.236882
x 84 value 0.236108
x 85 value 0.235723
x 86 value 0.235000
x 87 value 0.234429
x 88 value 0.233606
x 89 value 0.233062
x 90 value 0.232283
x 91 value 0.231916
x 92 value 0.231406
x 93 value 0.230979
x 94 value 0.229794
x 95 value 0.229741
x 96 value 0.228887
x 97 value 0.228618
x 98 value 0.228139
x 99 value 0.227678
x 100 value 0.226790
x 101 value 0.226319
x 102 value 0.225969
x 103 value 0.225272
x 104 value 0.224983
x 105 value 0.224569
x 106 value 0.223772
x 107 value 0.223758
x 108 value 0.223041
x 109 value 0.222641
x 110 value 0.222375
x 111 value 0.221630
x 112 value 0.221114
x 113 value 0.220594
x 114 value 0.220165
x 115 value 0.219888
x 116 value 0.219250
x 117 value 0.218565
x 118 value 0.218211
x 119 value 0.217708
x 120 value 0.217707
x 121 value 0.217125
x 122 value 0.216374
x 123 value 0.216189
x 124 value 0.216114
x 125 value 0.215499
x 126 value 0.215319
x 127 value 0.214949
x 128 value 0.214324
x 129 value 0.213877
x 130 value 0.213718
x 131 value 0.213427
x 132 value 0.213185
x 133 value 0.212958
x 134 value 0.212437
x 135 value 0.212409
x 136 value 0.211547
x 137 value 0.211258
x 138 value 0.210989
x 139 value 0.210609
x 140 value 0.210179
x 141 value 0.209886
x 142 value 0.209856
x 143 value 0.209142
x 144 value 0.208682
x 145 value 0.208929
x 146 value 0.208103
x 147 value 0.207691
x 148 value 0.207697
x 149 value 0.207335
x 150 value 0.207388
x 151 value 0.206660
x 152 value 0.206495
x 153 value 0.206022
x 154 value 0.205735
x 155 value 0.205653
x 156 value 0.205471
x 157 value 0.204943
x 158 value 0.204648
x 159 value 0.204597
x 160 value 0.204379
x 161 value 0.203925
x 162 value 0.203541
x 163 value 0.203023
x 164 value 0.203027
x 165 value 0.202636
x 166 value 0.202374
x 167 value 0.202562
x 168 value 0.202294
x 169 value 0.201720
x 170 value 0.201624
x 171 value 0.201529
x 172 value 0.201203
x 173 value 0.201163
x 174 value 0.200427
x 175 value 0.200616
