L 256 T 2.267000
spin_corr:
x 0 value 1000.000000
x 1 value 711.765625
x 2 value 601.890625
x 3 value 544.907812
x 4 value 510.353125
x 5 value 484.462500
x 6 value 463.870313
x 7 value 447.846875
x 8 value 434.470312
x 9 value 422.540625
x 10 value 413.623438
x 11 value 405.671875
x 12 value 398.765625
x 13 value 392.840625
x 14 value 386.856250
x 15 value 382.512500
x 16 value 377.284375
x 17 value 371.754687
x 18 value 367.525000
x 19 value 364.178125
x 20 value 360.284375
x 21 value 357.448438
x 22 value 353.857813
x 23 value 351.635938
x 24 value 348.975000
x 25 value 346.585938
x 26 value 344.737500
x 27 value 342.550000
x 28 value 340.343750
x 29 value 338.968750
x 30 value 336.329687
x 31 value 335.250000
x 32 value 332.814062
x 33 value 330.464063
x 34 value 329.115625
x 35 value 327.801562
x 36 value 326.395312
x 37 value 325.589063
x 38 value 324.139063
x 39 value 322.940625
x 40 value 321.964063
x 41 value 321.601562
x 42 value 321.067187
x 43 value 320.145312
x 44 value 319.545313
x 45 value 318.576563
x 46 value 317.720312
x 47 value 317.078125
x 48 value 316.070312
x 49 value 315.387500
x 50 value 314.693750
x 51 value 313.101562
x 52 value 311.773438
x 53 value 311.551562
x 54 value 310.354688
x 55 value 308.454687
x 56 value 308.257812
x 57 value 307.570312
x 58 value 307.337500
x 59 value 307.365625
x 60 value 307.426562
x 61 value 306.923437
x 62 value 306.285937
x 63 value 305.560938
x 64 value 305.789062
x 65 value 305.281250
x 66 value 305.035937
x 67 value 304.918750
x 68 value 304.634375
x 69 value 304.814062
x 70 value 304.731250
x 71 value 304.343750
x 72 value 303.696875
x 73 value 302.935938
x 74 value 301.643750
x 75 value 300.460938
x 76 value 300.209375
x 77 value 299.242188
x 78 value 298.614062
x 79 value 298.362500
x 80 value 297.709375
x 81 value 298.100000
x 82 value 297.856250
x 83 value 297.489062
x 84 value 296.492188
x 85 value 298.040625
x 86 value 297.062500
x 87 value 296.973437
x 88 value 296.151563
x 89 value 296.690625
x 90 value 296.756250
x 91 value 295.914062
x 92 value 296.226562
x 93 value 294.707812
x 94 value 294.260938
x 95 value 294.609375
x 96 value 294.490625
x 97 value 294.720312
x 98 value 294.882812
x 99 value 295.143750
x 100 value 294.934375
x 101 value 294.703125
x 102 value 296.221875
x 103 value 296.667188
x 104 value 295.725000
x 105 value 295.384375
x 106 value 295.812500
x 107 value 296.176562
x 108 value 295.835938
x 109 value 295.125000
x 110 value 294.326563
x 111 value 293.723437
x 112 value 294.034375
x 113 value 294.501562
x 114 value 293.921875
x 115 value 293.581250
x 116 value 294.032812
x 117 value 293.729688
x 118 value 294.493750
