L 256 T 2.280000
spin_corr:
x 0 value 1.000000
x 1 value 0.693420
x 2 value 0.572820
x 3 value 0.506857
x 4 value 0.464034
x 5 value 0.432113
x 6 value 0.407074
x 7 value 0.386662
x 8 value 0.368927
x 9 value 0.353918
x 10 value 0.340851
x 11 value 0.328581
x 12 value 0.317275
x 13 value 0.307857
x 14 value 0.298959
x 15 value 0.290386
x 16 value 0.283583
x 17 value 0.275992
x 18 value 0.269511
x 19 value 0.263038
x 20 value 0.257062
x 21 value 0.251843
x 22 value 0.246343
x 23 value 0.241372
x 24 value 0.237078
x 25 value 0.232629
x 26 value 0.228242
x 27 value 0.224303
x 28 value 0.220139
x 29 value 0.216608
x 30 value 0.213339
x 31 value 0.209324
x 32 value 0.206460
x 33 value 0.203126
x 34 value 0.199901
x 35 value 0.197412
x 36 value 0.194517
x 37 value 0.191380
x 38 value 0.188437
x 39 value 0.186490
x 40 value 0.184014
x 41 value 0.181129
x 42 value 0.179451
x 43 value 0.176869
x 44 value 0.175410
x 45 value 0.172799
x 46 value 0.171095
x 47 value 0.168834
x 48 value 0.166776
x 49 value 0.164484
x 50 value 0.162995
x 51 value 0.161411
x 52 value 0.160282
x 53 value 0.158195
x 54 value 0.156625
x 55 value 0.155396
x 56 value 0.153764
x 57 value 0.151896
x 58 value 0.150175
x 59 value 0.149267
x 60 value 0.148026
x 61 value 0.146381
x 62 value 0.145212
x 63 value 0.144130
x 64 value 0.142852
x 65 value 0.141942
x 66 value 0.140389
x 67 value 0.139313
x 68 value 0.138818
x 69 value 0.137100
x 70 value 0.135775
x 71 value 0.135387
x 72 value 0.134451
x 73 value 0.133574
x 74 value 0.132484
x 75 value 0.131726
x 76 value 0.131101
x 77 value 0.130210
x 78 value 0.128913
x 79 value 0.128295
x 80 value 0.127136
x 81 value 0.126163
x 82 value 0.126146
x 83 value 0.124980
x 84 value 0.124538
x 85 value 0.123836
x 86 value 0.123449
x 87 value 0.122089
x 88 value 0.121691
x 89 value 0.121868
x 90 value 0.121015
x 91 value 0.119928
x 92 value 0.119501
x 93 value 0.118828
x 94 value 0.118238
x 95 value 0.117807
x 96 value 0.117603
x 97 value 0.117231
x 98 value 0.116434
x 99 value 0.116049
x 100 value 0.115733
x 101 value 0.115447
x 102 value 0.115420
x 103 value 0.114865
x 104 value 0.114624
x 105 value 0.114286
x 106 value 0.113906
x 107 value 0.113639
x 108 value 0.113231
x 109 value 0.112856
x 110 value 0.113171
x 111 value 0.112880
x 112 value 0.112381
x 113 value 0.112046
x 114 value 0.111767
x 115 value 0.111695
x 116 value 0.111726
x 117 value 0.111382
x 118 value 0.111343
x 119 value 0.111168
x 120 value 0.110352
x 121 value 0.110809
x 122 value 0.110851
x 123 value 0.111094
x 124 value 0.110708
x 125 value 0.111291
x 126 value 0.110820
x 127 value 0.110514
x 128 value 0.110514
x 129 value 0.111092
x 130 value 0.111023
x 131 value 0.110603
x 132 value 0.110658
x 133 value 0.110708
x 134 value 0.110167
x 135 value 0.111130
x 136 value 0.110849
x 137 value 0.110951
x 138 value 0.111577
x 139 value 0.111317
x 140 value 0.111641
x 141 value 0.111456
x 142 value 0.111900
x 143 value 0.112092
x 144 value 0.111870
x 145 value 0.112503
x 146 value 0.112640
x 147 value 0.112767
x 148 value 0.114001
x 149 value 0.113124
x 150 value 0.114050
x 151 value 0.113666
x 152 value 0.114349
x 153 value 0.115143
x 154 value 0.114873
x 155 value 0.115569
x 156 value 0.115967
x 157 value 0.116519
x 158 value 0.116790
x 159 value 0.116447
x 160 value 0.117627
x 161 value 0.117759
x 162 value 0.119054
x 163 value 0.119522
x 164 value 0.119966
x 165 value 0.120057
x 166 value 0.120868
x 167 value 0.121542
x 168 value 0.121719
x 169 value 0.122503
x 170 value 0.122949
x 171 value 0.123628
x 172 value 0.124296
x 173 value 0.125112
x 174 value 0.125359
x 175 value 0.126900
