L 256 T 2.269200
spin_corr:
x 0 value 1.000000
x 1 value 0.707763
x 2 value 0.597169
x 3 value 0.539131
x 4 value 0.502029
x 5 value 0.475768
x 6 value 0.454374
x 7 value 0.439555
x 8 value 0.424862
x 9 value 0.413625
x 10 value 0.402921
x 11 value 0.393929
x 12 value 0.386873
x 13 value 0.380155
x 14 value 0.373335
x 15 value 0.368930
x 16 value 0.362858
x 17 value 0.358035
x 18 value 0.353649
x 19 value 0.349249
x 20 value 0.344471
x 21 value 0.342412
x 22 value 0.339020
x 23 value 0.335720
x 24 value 0.333117
x 25 value 0.329117
x 26 value 0.328125
x 27 value 0.325716
x 28 value 0.323185
x 29 value 0.321041
x 30 value 0.318417
x 31 value 0.316804
x 32 value 0.314661
x 33 value 0.312888
x 34 value 0.311846
x 35 value 0.310176
x 36 value 0.307866
x 37 value 0.307282
x 38 value 0.304131
x 39 value 0.304114
x 40 value 0.302681
x 41 value 0.301489
x 42 value 0.299987
x 43 value 0.298434
x 44 value 0.297901
x 45 value 0.295923
x 46 value 0.295581
x 47 value 0.294751
x 48 value 0.292005
x 49 value 0.293327
x 50 value 0.290797
x 51 value 0.291229
x 52 value 0.290326
x 53 value 0.288535
x 54 value 0.288097
x 55 value 0.287247
x 56 value 0.286516
x 57 value 0.285349
x 58 value 0.285726
x 59 value 0.284362
x 60 value 0.282663
x 61 value 0.282902
x 62 value 0.282120
x 63 value 0.282224
x 64 value 0.281598
x 65 value 0.280499
x 66 value 0.279444
x 67 value 0.279302
x 68 value 0.279424
x 69 value 0.277561
x 70 value 0.277897
x 71 value 0.277192
x 72 value 0.276505
x 73 value 0.276380
x 74 value 0.276121
x 75 value 0.275902
x 76 value 0.274344
x 77 value 0.274966
x 78 value 0.275730
x 79 value 0.273341
x 80 value 0.273949
x 81 value 0.273253
x 82 value 0.273160
x 83 value 0.273120
x 84 value 0.272454
x 85 value 0.272777
x 86 value 0.272073
x 87 value 0.272466
x 88 value 0.271425
x 89 value 0.271627
x 90 value 0.271131
x 91 value 0.271142
x 92 value 0.271305
x 93 value 0.271416
x 94 value 0.270267
x 95 value 0.269148
x 96 value 0.269769
x 97 value 0.269719
x 98 value 0.268228
x 99 value 0.268902
x 100 value 0.268624
x 101 value 0.267765
x 102 value 0.267984
x 103 value 0.268659
x 104 value 0.266846
x 105 value 0.267859
x 106 value 0.266920
x 107 value 0.268069
x 108 value 0.266833
x 109 value 0.267754
x 110 value 0.266723
x 111 value 0.266034
x 112 value 0.266519
x 113 value 0.266304
x 114 value 0.266187
x 115 value 0.266173
x 116 value 0.265652
x 117 value 0.266020
x 118 value 0.267062
x 119 value 0.265877
x 120 value 0.266633
x 121 value 0.266748
x 122 value 0.266958
x 123 value 0.265540
x 124 value 0.266828
x 125 value 0.266559
x 126 value 0.265708
x 127 value 0.265799
x 128 value 0.266432
x 129 value 0.266230
x 130 value 0.266334
x 131 value 0.265880
x 132 value 0.265242
x 133 value 0.266159
x 134 value 0.266448
x 135 value 0.266592
x 136 value 0.266754
x 137 value 0.266513
x 138 value 0.266697
x 139 value 0.266205
x 140 value 0.267153
x 141 value 0.266870
x 142 value 0.266098
x 143 value 0.267193
x 144 value 0.266405
x 145 value 0.266679
x 146 value 0.266663
x 147 value 0.267690
x 148 value 0.267288
x 149 value 0.267166
x 150 value 0.267931
x 151 value 0.267292
x 152 value 0.268270
x 153 value 0.268729
x 154 value 0.268051
x 155 value 0.269244
x 156 value 0.268580
x 157 value 0.268942
x 158 value 0.269603
x 159 value 0.268620
x 160 value 0.270379
x 161 value 0.270230
x 162 value 0.269724
x 163 value 0.270339
x 164 value 0.270107
x 165 value 0.271162
x 166 value 0.271213
x 167 value 0.270944
x 168 value 0.272634
x 169 value 0.272581
x 170 value 0.271399
x 171 value 0.273178
x 172 value 0.273185
x 173 value 0.273825
x 174 value 0.273017
x 175 value 0.272809
