L 256 T 2.300000
spin_corr:
x 0 value 1.000000
x 1 value 0.672418
x 2 value 0.538931
x 3 value 0.463737
x 4 value 0.413576
x 5 value 0.376659
x 6 value 0.346228
x 7 value 0.320347
x 8 value 0.298956
x 9 value 0.279696
x 10 value 0.262707
x 11 value 0.248832
x 12 value 0.233912
x 13 value 0.223544
x 14 value 0.212069
x 15 value 0.201526
x 16 value 0.191812
x 17 value 0.183374
x 18 value 0.176341
x 19 value 0.168527
x 20 value 0.160539
x 21 value 0.155374
x 22 value 0.148546
x 23 value 0.143077
x 24 value 0.137692
x 25 value 0.132798
x 26 value 0.127907
x 27 value 0.123184
x 28 value 0.118339
x 29 value 0.114651
x 30 value 0.110662
x 31 value 0.105158
x 32 value 0.101957
x 33 value 0.098491
x 34 value 0.095839
x 35 value 0.093144
x 36 value 0.088435
x 37 value 0.085622
x 38 value 0.082605
x 39 value 0.079274
x 40 value 0.078011
x 41 value 0.075698
x 42 value 0.072105
x 43 value 0.069216
x 44 value 0.066684
x 45 value 0.064914
x 46 value 0.063870
x 47 value 0.061152
x 48 value 0.058568
x 49 value 0.057101
x 50 value 0.057364
x 51 value 0.053448
x 52 value 0.052359
x 53 value 0.050985
x 54 value 0.049988
x 55 value 0.047710
x 56 value 0.047146
x 57 value 0.046489
x 58 value 0.043707
x 59 value 0.042863
x 60 value 0.040876
x 61 value 0.040843
x 62 value 0.038845
x 63 value 0.038593
x 64 value 0.036554
x 65 value 0.035834
x 66 value 0.034824
x 67 value 0.033673
x 68 value 0.032320
x 69 value 0.031039
x 70 value 0.031648
x 71 value 0.029900
x 72 value 0.028663
x 73 value 0.027926
x 74 value 0.027388
x 75 value 0.026559
x 76 value 0.026671
x 77 value 0.025392
x 78 value 0.024891
x 79 value 0.024568
x 80 value 0.022136
x 81 value 0.023448
x 82 value 0.021311
x 83 value 0.021794
x 84 value 0.020724
x 85 value 0.020430
x 86 value 0.021157
x 87 value 0.020234
x 88 value 0.018812
x 89 value 0.019146
x 90 value 0.018925
x 91 value 0.018654
x 92 value 0.017834
x 93 value 0.018092
x 94 value 0.017244
x 95 value 0.016146
x 96 value 0.015763
x 97 value 0.016233
x 98 value 0.015347
x 99 value 0.015555
x 100 value 0.015003
x 101 value 0.013837
x 102 value 0.013901
x 103 value 0.014737
x 104 value 0.015136
x 105 value 0.014746
x 106 value 0.014817
x 107 value 0.014468
x 108 value 0.014986
x 109 value 0.013166
x 110 value 0.012302
x 111 value 0.012449
x 112 value 0.012617
x 113 value 0.011916
x 114 value 0.012369
x 115 value 0.012759
x 116 value 0.013330
x 117 value 0.012230
x 118 value 0.011522
x 119 value 0.011913
x 120 value 0.011730
x 121 value 0.010760
x 122 value 0.011370
x 123 value 0.010351
x 124 value 0.011060
x 125 value 0.010960
x 126 value 0.012068
x 127 value 0.011391
x 128 value 0.011196
x 129 value 0.012058
x 130 value 0.012414
x 131 value 0.010923
x 132 value 0.011821
x 133 value 0.010048
x 134 value 0.010342
x 135 value 0.012519
x 136 value 0.011552
x 137 value 0.011100
x 138 value 0.011314
x 139 value 0.012103
x 140 value 0.011437
x 141 value 0.011261
x 142 value 0.012483
x 143 value 0.011567
x 144 value 0.012505
x 145 value 0.012962
x 146 value 0.012892
x 147 value 0.013100
x 148 value 0.012969
x 149 value 0.013344
x 150 value 0.014455
x 151 value 0.013505
x 152 value 0.014852
x 153 value 0.012989
x 154 value 0.013448
x 155 value 0.014803
x 156 value 0.015384
x 157 value 0.015693
x 158 value 0.015005
x 159 value 0.014944
x 160 value 0.015325
x 161 value 0.016834
x 162 value 0.016486
x 163 value 0.016870
x 164 value 0.018440
x 165 value 0.016982
x 166 value 0.018496
x 167 value 0.019678
x 168 value 0.019820
x 169 value 0.020147
x 170 value 0.021225
x 171 value 0.021270
x 172 value 0.021123
x 173 value 0.021827
x 174 value 0.022503
x 175 value 0.023475
