L 256 T 2.272000
spin_corr:
x 0 value 1000.000000
x 1 value 708.406250
x 2 value 598.593750
x 3 value 542.531250
x 4 value 496.906250
x 5 value 471.875000
x 6 value 450.875000
x 7 value 433.140625
x 8 value 416.812500
x 9 value 401.593750
x 10 value 393.421875
x 11 value 381.250000
x 12 value 372.437500
x 13 value 366.875000
x 14 value 361.109375
x 15 value 355.390625
x 16 value 348.718750
x 17 value 342.656250
x 18 value 337.781250
x 19 value 334.328125
x 20 value 333.562500
x 21 value 325.125000
x 22 value 324.093750
x 23 value 317.437500
x 24 value 311.890625
x 25 value 305.515625
x 26 value 301.937500
x 27 value 300.046875
x 28 value 296.750000
x 29 value 292.218750
x 30 value 290.906250
x 31 value 288.046875
x 32 value 289.468750
x 33 value 284.250000
x 34 value 281.359375
x 35 value 277.218750
x 36 value 277.000000
x 37 value 270.937500
x 38 value 269.468750
x 39 value 268.062500
x 40 value 267.531250
x 41 value 262.515625
x 42 value 265.093750
x 43 value 265.031250
x 44 value 264.546875
x 45 value 266.250000
x 46 value 262.765625
x 47 value 262.109375
x 48 value 259.421875
x 49 value 256.812500
x 50 value 254.343750
x 51 value 250.859375
x 52 value 250.921875
x 53 value 249.671875
x 54 value 249.000000
x 55 value 247.046875
x 56 value 244.515625
x 57 value 244.625000
x 58 value 244.234375
x 59 value 241.453125
x 60 value 245.015625
x 61 value 240.859375
x 62 value 239.406250
x 63 value 238.968750
x 64 value 239.031250
x 65 value 238.281250
x 66 value 238.187500
x 67 value 237.937500
x 68 value 236.093750
x 69 value 231.390625
x 70 value 230.921875
x 71 value 232.234375
x 72 value 231.437500
x 73 value 228.734375
x 74 value 226.546875
x 75 value 223.828125
x 76 value 223.343750
x 77 value 223.328125
x 78 value 221.015625
x 79 value 222.046875
x 80 value 224.109375
x 81 value 223.750000
x 82 value 225.359375
x 83 value 223.390625
x 84 value 223.796875
x 85 value 224.765625
x 86 value 224.015625
x 87 value 223.109375
x 88 value 221.890625
x 89 value 222.453125
x 90 value 220.281250
x 91 value 218.125000
x 92 value 213.765625
x 93 value 214.687500
x 94 value 215.703125
x 95 value 214.812500
x 96 value 211.890625
x 97 value 209.578125
x 98 value 207.171875
x 99 value 206.921875
x 100 value 207.687500
x 101 value 209.218750
x 102 value 212.890625
x 103 value 216.031250
x 104 value 216.406250
x 105 value 216.234375
x 106 value 217.828125
x 107 value 217.937500
x 108 value 216.531250
x 109 value 215.250000
x 110 value 215.562500
x 111 value 217.921875
x 112 value 218.281250
x 113 value 218.921875
x 114 value 217.140625
x 115 value 216.156250
x 116 value 211.656250
x 117 value 211.125000
x 118 value 215.375000
