L 256 T 2.280000
spin_corr:
x 0 value 1000.000000
x 1 value 697.656250
x 2 value 578.171875
x 3 value 513.875000
x 4 value 473.078125
x 5 value 440.296875
x 6 value 414.984375
x 7 value 392.828125
x 8 value 376.156250
x 9 value 362.796875
x 10 value 351.843750
x 11 value 340.234375
x 12 value 329.015625
x 13 value 315.031250
x 14 value 307.484375
x 15 value 294.828125
x 16 value 285.312500
x 17 value 278.015625
x 18 value 270.609375
x 19 value 260.781250
x 20 value 252.859375
x 21 value 244.281250
x 22 value 241.625000
x 23 value 241.125000
x 24 value 237.265625
x 25 value 232.531250
x 26 value 233.578125
x 27 value 223.000000
x 28 value 214.203125
x 29 value 206.890625
x 30 value 203.390625
x 31 value 198.656250
x 32 value 195.968750
x 33 value 194.312500
x 34 value 189.453125
x 35 value 186.234375
x 36 value 182.359375
x 37 value 180.359375
x 38 value 183.656250
x 39 value 184.359375
x 40 value 189.125000
x 41 value 185.359375
x 42 value 184.484375
x 43 value 184.062500
x 44 value 183.609375
x 45 value 183.093750
x 46 value 178.046875
x 47 value 173.781250
x 48 value 168.968750
x 49 value 168.953125
x 50 value 170.140625
x 51 value 163.234375
x 52 value 163.703125
x 53 value 164.000000
x 54 value 164.953125
x 55 value 163.531250
x 56 value 163.718750
x 57 value 162.687500
x 58 value 162.468750
x 59 value 152.906250
x 60 value 155.609375
x 61 value 150.281250
x 62 value 145.062500
x 63 value 147.031250
x 64 value 150.187500
x 65 value 147.875000
x 66 value 144.140625
x 67 value 139.906250
x 68 value 138.765625
x 69 value 143.046875
x 70 value 142.296875
x 71 value 143.750000
x 72 value 146.500000
x 73 value 147.703125
x 74 value 149.218750
x 75 value 144.765625
x 76 value 142.953125
x 77 value 139.125000
x 78 value 140.000000
x 79 value 136.203125
x 80 value 139.125000
x 81 value 137.296875
x 82 value 134.171875
x 83 value 135.359375
x 84 value 136.453125
x 85 value 130.296875
x 86 value 135.031250
x 87 value 135.359375
x 88 value 128.921875
x 89 value 130.156250
x 90 value 129.234375
x 91 value 131.328125
x 92 value 126.281250
x 93 value 118.781250
x 94 value 121.796875
x 95 value 122.593750
x 96 value 115.921875
x 97 value 115.296875
x 98 value 115.062500
x 99 value 121.046875
x 100 value 125.718750
x 101 value 122.093750
x 102 value 117.171875
x 103 value 113.093750
x 104 value 118.046875
x 105 value 110.968750
x 106 value 114.125000
x 107 value 110.859375
x 108 value 109.390625
x 109 value 111.187500
x 110 value 117.343750
x 111 value 120.812500
x 112 value 118.046875
x 113 value 123.265625
x 114 value 118.328125
x 115 value 115.453125
x 116 value 117.203125
x 117 value 121.187500
x 118 value 119.156250
