L 24 T 3.639000
spin_corr:
x 0 value 91.818182
x 1 value 62.107755
x 2 value 53.593999
x 3 value 49.336371
x 4 value 47.251413
x 5 value 45.519705
x 6 value 44.425157
x 7 value 43.786313
x 8 value 43.260945
x 9 value 42.985955
x 10 value 42.860709
x 11 value 42.760519
x 12 value 42.644313
x 13 value 42.760533
x 14 value 42.860651
x 15 value 42.985381
x 16 value 43.261564
x 17 value 43.786048
x 18 value 44.424711
x 19 value 45.520153
x 20 value 47.251995
x 21 value 49.336715
x 22 value 53.593814
x 23 value 62.107779
