L 256 T 2.200000
spin_corr:
x 0 value 1.000000
x 1 value 0.772989
x 2 value 0.700162
x 3 value 0.668912
x 4 value 0.652228
x 5 value 0.641601
x 6 value 0.634586
x 7 value 0.629941
x 8 value 0.626516
x 9 value 0.623857
x 10 value 0.622249
x 11 value 0.621050
x 12 value 0.619415
x 13 value 0.619496
x 14 value 0.617787
x 15 value 0.617745
x 16 value 0.617648
x 17 value 0.617381
x 18 value 0.615941
x 19 value 0.617396
x 20 value 0.616049
x 21 value 0.616651
x 22 value 0.616601
x 23 value 0.616698
x 24 value 0.615876
x 25 value 0.616035
x 26 value 0.615439
x 27 value 0.616622
x 28 value 0.615729
x 29 value 0.614708
x 30 value 0.615797
x 31 value 0.615096
x 32 value 0.616091
x 33 value 0.616316
x 34 value 0.615434
x 35 value 0.615854
x 36 value 0.614826
x 37 value 0.616106
x 38 value 0.616272
x 39 value 0.615240
x 40 value 0.615468
x 41 value 0.614972
x 42 value 0.615835
x 43 value 0.615503
x 44 value 0.614920
x 45 value 0.615974
x 46 value 0.615910
x 47 value 0.615632
x 48 value 0.615180
x 49 value 0.615240
x 50 value 0.616075
x 51 value 0.615158
x 52 value 0.615672
x 53 value 0.616196
x 54 value 0.616439
x 55 value 0.615249
x 56 value 0.615149
x 57 value 0.615527
x 58 value 0.615920
x 59 value 0.615962
x 60 value 0.615753
x 61 value 0.615078
x 62 value 0.615596
x 63 value 0.615797
x 64 value 0.615895
x 65 value 0.615740
x 66 value 0.615718
x 67 value 0.615620
x 68 value 0.615650
x 69 value 0.616003
x 70 value 0.614966
x 71 value 0.616075
x 72 value 0.615698
x 73 value 0.615538
x 74 value 0.615896
x 75 value 0.616302
x 76 value 0.615991
x 77 value 0.615754
x 78 value 0.616533
x 79 value 0.615565
x 80 value 0.615890
x 81 value 0.615894
x 82 value 0.616286
x 83 value 0.614721
x 84 value 0.616436
x 85 value 0.614835
x 86 value 0.615102
x 87 value 0.614770
x 88 value 0.614660
x 89 value 0.615777
x 90 value 0.615695
x 91 value 0.615210
x 92 value 0.616417
x 93 value 0.615687
x 94 value 0.615327
x 95 value 0.616335
x 96 value 0.615769
x 97 value 0.614843
x 98 value 0.615070
x 99 value 0.616207
x 100 value 0.615398
x 101 value 0.615175
x 102 value 0.615410
x 103 value 0.615434
x 104 value 0.615384
x 105 value 0.615941
x 106 value 0.614864
x 107 value 0.614770
x 108 value 0.615340
x 109 value 0.616517
x 110 value 0.614772
x 111 value 0.614699
x 112 value 0.615120
x 113 value 0.615959
x 114 value 0.615716
x 115 value 0.614759
x 116 value 0.616281
x 117 value 0.615344
x 118 value 0.614895
x 119 value 0.615480
x 120 value 0.615414
x 121 value 0.614916
x 122 value 0.616092
x 123 value 0.614615
x 124 value 0.615380
x 125 value 0.615181
x 126 value 0.615272
x 127 value 0.616037
x 128 value 0.615104
x 129 value 0.614536
x 130 value 0.615089
x 131 value 0.615756
x 132 value 0.615725
x 133 value 0.615926
x 134 value 0.616048
x 135 value 0.615226
x 136 value 0.615902
x 137 value 0.615250
x 138 value 0.615202
x 139 value 0.615070
x 140 value 0.615856
x 141 value 0.615123
x 142 value 0.615606
x 143 value 0.615516
x 144 value 0.615037
x 145 value 0.614759
x 146 value 0.615779
x 147 value 0.615604
x 148 value 0.615358
x 149 value 0.615184
x 150 value 0.614999
x 151 value 0.615427
x 152 value 0.615657
x 153 value 0.615053
x 154 value 0.614947
x 155 value 0.614419
x 156 value 0.615511
x 157 value 0.615109
x 158 value 0.615804
x 159 value 0.615595
x 160 value 0.615654
x 161 value 0.615439
x 162 value 0.616607
x 163 value 0.615333
x 164 value 0.615118
x 165 value 0.615687
x 166 value 0.615085
x 167 value 0.614669
x 168 value 0.615371
x 169 value 0.615806
x 170 value 0.615164
x 171 value 0.615544
x 172 value 0.615649
x 173 value 0.615351
x 174 value 0.615006
x 175 value 0.615876
