L 256 T 2.240000
spin_corr:
x 0 value 1.000000
x 1 value 0.741393
x 2 value 0.650369
x 3 value 0.607337
x 4 value 0.581742
x 5 value 0.565025
x 6 value 0.553362
x 7 value 0.544330
x 8 value 0.538356
x 9 value 0.531974
x 10 value 0.527605
x 11 value 0.524412
x 12 value 0.521566
x 13 value 0.518738
x 14 value 0.517108
x 15 value 0.514932
x 16 value 0.512702
x 17 value 0.511419
x 18 value 0.511023
x 19 value 0.510003
x 20 value 0.509657
x 21 value 0.507784
x 22 value 0.507309
x 23 value 0.506308
x 24 value 0.506006
x 25 value 0.504081
x 26 value 0.505643
x 27 value 0.505427
x 28 value 0.504480
x 29 value 0.504360
x 30 value 0.504086
x 31 value 0.504317
x 32 value 0.502860
x 33 value 0.503533
x 34 value 0.502550
x 35 value 0.503076
x 36 value 0.502295
x 37 value 0.502626
x 38 value 0.503104
x 39 value 0.502202
x 40 value 0.502296
x 41 value 0.501805
x 42 value 0.501794
x 43 value 0.501510
x 44 value 0.501816
x 45 value 0.501594
x 46 value 0.502198
x 47 value 0.503020
x 48 value 0.501178
x 49 value 0.501144
x 50 value 0.501492
x 51 value 0.502085
x 52 value 0.501149
x 53 value 0.501427
x 54 value 0.501105
x 55 value 0.500791
x 56 value 0.500433
x 57 value 0.500665
x 58 value 0.500795
x 59 value 0.501055
x 60 value 0.500562
x 61 value 0.499910
x 62 value 0.501145
x 63 value 0.501113
x 64 value 0.501423
x 65 value 0.500587
x 66 value 0.499613
x 67 value 0.501218
x 68 value 0.500464
x 69 value 0.501317
x 70 value 0.500333
x 71 value 0.500631
x 72 value 0.499705
x 73 value 0.500630
x 74 value 0.500218
x 75 value 0.500523
x 76 value 0.501145
x 77 value 0.502024
x 78 value 0.500399
x 79 value 0.501684
x 80 value 0.500037
x 81 value 0.499868
x 82 value 0.500280
x 83 value 0.501550
x 84 value 0.501155
x 85 value 0.500545
x 86 value 0.500281
x 87 value 0.500544
x 88 value 0.500133
x 89 value 0.500390
x 90 value 0.501560
x 91 value 0.500342
x 92 value 0.501434
x 93 value 0.499853
x 94 value 0.500317
x 95 value 0.500512
x 96 value 0.501302
x 97 value 0.500097
x 98 value 0.501235
x 99 value 0.500741
x 100 value 0.500690
x 101 value 0.501180
x 102 value 0.500919
x 103 value 0.501924
x 104 value 0.500444
x 105 value 0.500559
x 106 value 0.500835
x 107 value 0.500460
x 108 value 0.501164
x 109 value 0.500259
x 110 value 0.500164
x 111 value 0.499996
x 112 value 0.500180
x 113 value 0.500210
x 114 value 0.501769
x 115 value 0.500070
x 116 value 0.500834
x 117 value 0.501266
x 118 value 0.500463
x 119 value 0.501155
x 120 value 0.501352
x 121 value 0.501078
x 122 value 0.500465
x 123 value 0.501612
x 124 value 0.500134
x 125 value 0.501538
x 126 value 0.500112
x 127 value 0.501010
x 128 value 0.501555
x 129 value 0.500508
x 130 value 0.500225
x 131 value 0.501468
x 132 value 0.501284
x 133 value 0.500192
x 134 value 0.500662
x 135 value 0.500623
x 136 value 0.501043
x 137 value 0.500827
x 138 value 0.501232
x 139 value 0.500934
x 140 value 0.500379
x 141 value 0.500423
x 142 value 0.501287
x 143 value 0.500589
x 144 value 0.501463
x 145 value 0.500803
x 146 value 0.500891
x 147 value 0.500272
x 148 value 0.500062
x 149 value 0.501355
x 150 value 0.500778
x 151 value 0.500717
x 152 value 0.500709
x 153 value 0.501107
x 154 value 0.499987
x 155 value 0.501738
x 156 value 0.501093
x 157 value 0.500383
x 158 value 0.500869
x 159 value 0.501267
x 160 value 0.500938
x 161 value 0.501516
x 162 value 0.499884
x 163 value 0.501187
x 164 value 0.501173
x 165 value 0.500947
x 166 value 0.500820
x 167 value 0.501014
x 168 value 0.501507
x 169 value 0.500075
x 170 value 0.500952
x 171 value 0.500775
x 172 value 0.500861
x 173 value 0.500369
x 174 value 0.501077
x 175 value 0.501478
