L 256 T 2.320000
spin_corr:
x 0 value 1.000000
x 1 value 0.653690
x 2 value 0.509128
x 3 value 0.427648
x 4 value 0.372305
x 5 value 0.331135
x 6 value 0.298490
x 7 value 0.271339
x 8 value 0.248348
x 9 value 0.228324
x 10 value 0.211412
x 11 value 0.195843
x 12 value 0.182554
x 13 value 0.169625
x 14 value 0.158340
x 15 value 0.148178
x 16 value 0.138603
x 17 value 0.130029
x 18 value 0.122153
x 19 value 0.114256
x 20 value 0.108170
x 21 value 0.101273
x 22 value 0.096178
x 23 value 0.090639
x 24 value 0.085440
x 25 value 0.080611
x 26 value 0.076529
x 27 value 0.072737
x 28 value 0.068355
x 29 value 0.064411
x 30 value 0.060731
x 31 value 0.057654
x 32 value 0.054950
x 33 value 0.051846
x 34 value 0.049066
x 35 value 0.047048
x 36 value 0.043559
x 37 value 0.041742
x 38 value 0.040025
x 39 value 0.037863
x 40 value 0.036214
x 41 value 0.034361
x 42 value 0.032842
x 43 value 0.031391
x 44 value 0.029992
x 45 value 0.028481
x 46 value 0.027058
x 47 value 0.025782
x 48 value 0.024969
x 49 value 0.023701
x 50 value 0.022327
x 51 value 0.021862
x 52 value 0.020941
x 53 value 0.019636
x 54 value 0.018454
x 55 value 0.017559
x 56 value 0.017071
x 57 value 0.015739
x 58 value 0.015641
x 59 value 0.015111
x 60 value 0.015002
x 61 value 0.013485
x 62 value 0.013165
x 63 value 0.011878
x 64 value 0.011601
x 65 value 0.010977
x 66 value 0.010937
x 67 value 0.009410
x 68 value 0.009473
x 69 value 0.008441
x 70 value 0.008745
x 71 value 0.008403
x 72 value 0.007812
x 73 value 0.007023
x 74 value 0.007752
x 75 value 0.007613
x 76 value 0.007662
x 77 value 0.007091
x 78 value 0.006697
x 79 value 0.006619
x 80 value 0.006523
x 81 value 0.006004
x 82 value 0.005319
x 83 value 0.004437
x 84 value 0.004674
x 85 value 0.004325
x 86 value 0.004766
x 87 value 0.004751
x 88 value 0.004435
x 89 value 0.004568
x 90 value 0.003511
x 91 value 0.003104
x 92 value 0.002774
x 93 value 0.003003
x 94 value 0.002104
x 95 value 0.002380
x 96 value 0.002260
x 97 value 0.002040
x 98 value 0.001814
x 99 value 0.001774
x 100 value 0.002035
x 101 value 0.001759
x 102 value 0.001435
x 103 value 0.001463
x 104 value 0.001674
x 105 value 0.001356
x 106 value 0.001525
x 107 value 0.001403
x 108 value 0.001357
x 109 value 0.001747
x 110 value 0.002270
x 111 value 0.001936
x 112 value 0.001996
x 113 value 0.001829
x 114 value 0.001893
x 115 value 0.001964
x 116 value 0.001246
x 117 value 0.001161
x 118 value 0.002045
x 119 value 0.001307
x 120 value 0.000732
x 121 value 0.000718
x 122 value 0.000778
x 123 value 0.000010
x 124 value 0.000637
x 125 value 0.000286
x 126 value 0.000579
x 127 value 0.000427
x 128 value -0.000010
x 129 value 0.000597
x 130 value 0.000324
x 131 value 0.001080
x 132 value 0.000472
x 133 value 0.000713
x 134 value 0.000812
x 135 value 0.000845
x 136 value 0.001820
x 137 value 0.001761
x 138 value 0.000913
x 139 value 0.001892
x 140 value 0.001467
x 141 value 0.002259
x 142 value 0.001560
x 143 value 0.001979
x 144 value 0.001632
x 145 value 0.001735
x 146 value 0.001180
x 147 value 0.001514
x 148 value 0.001085
x 149 value 0.001390
x 150 value 0.001208
x 151 value 0.001020
x 152 value 0.001400
x 153 value 0.001518
x 154 value 0.001532
x 155 value 0.001653
x 156 value 0.001283
x 157 value 0.001580
x 158 value 0.002012
x 159 value 0.002408
x 160 value 0.002285
x 161 value 0.002334
x 162 value 0.002528
x 163 value 0.003398
x 164 value 0.003606
x 165 value 0.002901
x 166 value 0.003544
x 167 value 0.003281
x 168 value 0.004831
x 169 value 0.004783
x 170 value 0.005009
x 171 value 0.004477
x 172 value 0.004898
x 173 value 0.004931
x 174 value 0.005204
x 175 value 0.005952
